Uniprot_Id,Protein_Name,Gene_Name,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20
P43307,"Translocon-associated protein subunit alpha, TRAP-alpha (Signal sequence receptor subunit alpha, SSR-alpha)",SSR1,1065400,948420,2210800,1904700,2088900,2170500,1294500,1186200,1747100,1456400,2884200,3259400,1253000,1275100,1942500,1671300,1942500,1671300,922710,1204200
P43353,"Aldehyde dehydrogenase family 3 member B1, EC 1.2.1.28, EC 1.2.1.5, EC 1.2.1.7 (Aldehyde dehydrogenase 7)",ALDH3B1,31618000,25183000,44596000,37953000,12561000,11226000,6689300,4963100,15164000,13025000,18333000,15043000,17343000,18058000,16942000,16040000,16942000,16040000,9684700,7934100
P43490,"Nicotinamide phosphoribosyltransferase, NAmPRTase, Nampt, EC 2.4.2.12 (Pre-B-cell colony-enhancing factor 1, Pre-B cell-enhancing factor) (Visfatin)",NAMPT,1581700,2844500,5203800,5056000,6902800,4372100,7068600,6946700,3416700,1045300,5416000,2721600,482350,644830,776950,453070,776950,726060,686950,621050
P43686,"26S proteasome regulatory subunit 6B (26S proteasome AAA-ATPase subunit RPT3) (MB67-interacting protein) (MIP224) (Proteasome 26S subunit ATPase 4) (Tat-binding protein 7, TBP-7)",PSMC4,8454200,2869300,4933100,7509000,3573600,3020500,3572200,5171400,1820600,1576500,5098500,1946800,1036000,1101200,831660,1004000,831660,1004000,2455600,1553900
P45880,"Voltage-dependent anion-selective channel protein 2, VDAC-2, hVDAC2 (Outer mitochondrial membrane protein porin 2)",VDAC2,15659000,12118000,44444000,37236000,13387000,12100000,10825000,10151000,32120000,25738000,30532000,30197000,25036000,25749000,26996000,24889000,26996000,24889000,21180000,17906000
P45974,"Ubiquitin carboxyl-terminal hydrolase 5, EC 3.4.19.12 (Deubiquitinating enzyme 5) (Isopeptidase T) (Ubiquitin thioesterase 5) (Ubiquitin-specific-processing protease 5)",USP5,7154500,8503300,7670700,6754700,3282300,2235400,4562300,3942900,4144300,3683300,5745500,3076400,599430,594590,733060,549400,733060,549400,1513800,875690
P46459,"Vesicle-fusing ATPase, EC 3.6.4.6 (N-ethylmaleimide-sensitive fusion protein, NEM-sensitive fusion protein) (Vesicular-fusion protein NSF)",NSF,1185600,759880,4764600,1769700,3882700,3127400,5197900,2578100,2470600,612560,2598500,1689900,1049800,1864900,1692900,1790100,1692900,1790100,1097100,1861200
P46776,60S ribosomal protein L27a (Large ribosomal subunit protein uL15),RPL27A,8395100,7513000,5119900,3611500,3998900,2887900,3204000,2388500,6156900,4747300,5741700,5592700,3071100,3829400,3496000,3607500,3496000,3607500,8996000,4420400
P46777,60S ribosomal protein L5 (Large ribosomal subunit protein uL18),RPL5,8999900,4505300,12909000,8069100,2981000,2288200,3378800,2163600,3350100,3952800,19286000,18562000,8702500,8190300,8138600,7670500,8138600,7670500,13879000,9357500
P46778,60S ribosomal protein L21 (Large ribosomal subunit protein eL21),RPL21,5576200,5476500,6340900,2463000,0,0,1997100,1691600,6297900,4229000,8198300,6889700,4804200,5236300,3430200,3325100,3430200,3325100,7160800,4420100
P46779,60S ribosomal protein L28 (Large ribosomal subunit protein eL28),RPL28,2528000,1659700,4555900,3239100,1796200,1492800,1662500,1229500,3544800,2774500,10315000,8747700,6791600,6131000,6643000,6580800,6643000,6580800,6934700,3077200
P46781,40S ribosomal protein S9 (Small ribosomal subunit protein uS4),RPS9,5369700,4863500,10060000,9131100,6309100,6080100,6602200,6200200,8566600,5915500,15524000,16561000,8311400,8658500,9406400,8294000,9406400,8294000,13781000,9294100
P46782,"40S ribosomal protein S5 (Small ribosomal subunit protein uS7) [Cleaved into: 40S ribosomal protein S5, N-terminally processed ]",RPS5,7226400,5658300,5446500,4483200,2278300,1224300,4274800,4381200,3652400,3640100,15104000,10590000,7013500,6064700,7433400,6815500,7433400,6815500,8509200,6570200
P46783,40S ribosomal protein S10 (Small ribosomal subunit protein eS10),RPS10,787720,502940,3490000,1312200,0,0,494160,382370,1984800,1552300,2998900,10764000,2386200,2499400,1788600,1715400,1788600,1715400,2687100,1899700
P46940,Ras GTPase-activating-like protein IQGAP1 (p195),IQGAP1,16504000,11903000,22212000,17871000,9214400,7281900,10528000,8587300,9899900,8601200,13644000,14681000,6762100,7396800,7123700,6852600,7229700,6840900,11837000,9278000
P46976,"Glycogenin-1, GN-1, GN1, EC 2.4.1.186",GYG1,3318900,3055800,4863600,2852500,1412900,1113900,2876600,1731500,1296300,1639900,4295200,3310300,1251600,1158000,851100,908110,851100,908110,3269300,2688700
P46977,"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A, Oligosaccharyl transferase subunit STT3A, STT3-A, EC 2.4.99.18 (B5) (Integral membrane protein 1) (Transmembrane protein TMC)",STT3A,954740,1953900,2570600,1683000,0,0,3338700,1747500,1873100,0,2989200,2769300,3365400,2395700,2107100,1709100,2107100,1709100,4586200,1737300
P47755,F-actin-capping protein subunit alpha-2 (CapZ alpha-2),CAPZA2,13027000,9786400,10301000,9068600,4118400,3346900,5057300,4527200,2038300,1972900,7461900,5767100,2125300,3164000,4374000,3466200,4374000,3466200,4343800,1819400
P47756,F-actin-capping protein subunit beta (CapZ beta),CAPZB,11819000,11028000,15652000,12771000,11011000,10119000,10704000,8128200,6735600,6805200,21996000,18939000,7497300,8762500,5138700,5642000,5138700,5642000,11305000,10144000
P47897,"Glutamine--tRNA ligase, EC 6.1.1.18 (Glutaminyl-tRNA synthetase, GlnRS)",QARS1,2624700,4377400,6855500,4935700,1214000,1718200,3475900,4716600,1705400,2873400,1825900,1957400,524300,532800,650930,813960,650930,813960,224060,651860
P47914,60S ribosomal protein L29 (Cell surface heparin-binding protein HIP) (Large ribosomal subunit protein eL29),RPL29,3034700,3191400,2257200,2657500,0,0,1553700,1243600,2728900,2994000,5835600,5989300,2354700,2299700,3673900,2528000,3673900,2528000,1570400,1142800
P47929,"Galectin-7, Gal-7 (HKL-14) (PI7) (p53-induced gene 1 protein)",LGALS7; LGALS7B,312300,424490,629840,498850,4621800,4504400,440580,342160,16987000,17608000,999460,1123900,581950,692300,1509300,1387600,1509300,1387600,983290,517530
P47985,"Cytochrome b-c1 complex subunit Rieske, mitochondrial, EC 7.1.1.8 (Complex III subunit 5) (Cytochrome b-c1 complex subunit 5) (Rieske iron-sulfur protein, RISP) (Rieske protein UQCRFS1) (Ubiquinol-cytochrome c reductase iron-sulfur subunit) [Cleaved into: Cytochrome b-c1 complex subunit 9, Su9, Subunit 9 (8 kDa subunit 9) (Complex III subunit IX) (Cytochrome b-c1 complex subunit 11) (UQCRFS1 mitochondrial targeting sequence, UQCRFS1 MTS) (Ubiquinol-cytochrome c reductase 8 kDa protein) ]",UQCRFS1,4214600,6259400,11150000,7909700,3830100,4077000,5688200,6426300,3962200,4318300,13521000,12080000,5022500,5664900,5755200,6026100,5755200,6026100,5487900,3432700
P48047,"ATP synthase subunit O, mitochondrial (ATP synthase peripheral stalk subunit OSCP) (Oligomycin sensitivity conferral protein, OSCP)",ATP5PO,12404000,12574000,22343000,19255000,10642000,8583200,10773000,7271100,13742000,9808300,20038000,19661000,14155000,12232000,12044000,11638000,12044000,11638000,9274400,11126000
P48147,"Prolyl endopeptidase, PE, EC 3.4.21.26 (Post-proline cleaving enzyme)",PREP,105280000,94960000,164790000,106570000,63247000,53988000,72888000,73214000,105830000,95606000,73661000,80742000,41826000,53333000,38678000,43582000,38678000,43582000,64710000,63558000
P48163,"NADP-dependent malic enzyme, NADP-ME, EC 1.1.1.40 (Malic enzyme 1)",ME1,7969900,7155700,12898000,11454000,8165700,5370600,3315600,2615700,1658700,2128200,3062200,5360300,1278600,1449400,3874600,4423000,3874600,4423000,4705100,3864300
P48444,"Coatomer subunit delta (Archain) (Delta-coat protein, Delta-COP)",ARCN1,10699000,7954700,8358800,7787700,6222100,4447400,6755000,5327500,6288900,3095600,5581100,4450600,869580,950160,770930,851290,770930,851290,2925500,1235400
P48506,"Glutamate--cysteine ligase catalytic subunit, EC 6.3.2.2 (GCS heavy chain) (Gamma-ECS) (Gamma-glutamylcysteine synthetase)",GCLC,22801000,20735000,10327000,8014900,4562300,3866200,4350300,5011700,6479100,6856000,3449100,2429900,498880,410860,216650,204370,216650,163110,853190,773860
P48507,Glutamate--cysteine ligase regulatory subunit (GCS light chain) (Gamma-ECS regulatory subunit) (Gamma-glutamylcysteine synthetase regulatory subunit) (Glutamate--cysteine ligase modifier subunit),GCLM,7097300,6583000,5447700,3761800,2369400,1861900,2395100,1743800,3693800,4393300,1131400,1112500,408960,515270,675990,504730,702320,587650,3123900,1619100
P48594,"Serpin B4 (Leupin) (Peptidase inhibitor 11, PI-11) (Squamous cell carcinoma antigen 2, SCCA-2)",SERPINB4,6441600,3936700,7400900,6024800,9636600,8274200,13081000,11067000,12091000,11383000,18139000,15419000,3809200,4205600,7315800,7710400,7315800,7710400,9655000,8991800
P48637,"Glutathione synthetase, GSH synthetase, GSH-S, EC 6.3.2.3 (Glutathione synthase)",GSS,14242000,11952000,16041000,13127000,5795300,4739800,6371600,4636500,4017800,3382400,10401000,10948000,6086000,5248400,5188900,4902400,5188900,4902400,7029700,5493200
P48643,"T-complex protein 1 subunit epsilon, TCP-1-epsilon (CCT-epsilon)",CCT5,8385800,7565000,13488000,10336000,7675100,5428400,4871900,5128400,6198900,5532900,8123800,6544800,2144700,2468200,3224400,2000500,3224400,2000500,5506700,3666700
P48735,"Isocitrate dehydrogenase [NADP], mitochondrial, IDH, EC 1.1.1.42 (ICD-M) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)",IDH2,14321000,11839000,14587000,11741000,3891700,4361000,16106000,13754000,12549000,11315000,20930000,19294000,8116500,8887900,14213000,11196000,14213000,11196000,13621000,11561000
P48739,"Phosphatidylinositol transfer protein beta isoform, PI-TP-beta, PtdIns transfer protein beta, PtdInsTP beta",PITPNB,1817000,1369100,7537200,7105200,2331100,2339200,2136700,2515500,2406900,1729000,5888000,3454100,2090900,1989600,1661200,1868000,1661200,1868000,2735000,1538600
P49189,"4-trimethylaminobutyraldehyde dehydrogenase, TMABA-DH, TMABALDH, EC 1.2.1.47 (Aldehyde dehydrogenase E3 isozyme) (Aldehyde dehydrogenase family 9 member A1, EC 1.2.1.3) (Gamma-aminobutyraldehyde dehydrogenase, EC 1.2.1.19) (R-aminobutyraldehyde dehydrogenase) [Cleaved into: 4-trimethylaminobutyraldehyde dehydrogenase, N-terminally processed ]",ALDH9A1,12449000,10925000,16650000,13567000,8962600,5864000,7456900,5896200,8494900,7807500,12339000,11386000,8215400,8426200,7516300,7496000,7516300,7496000,5129800,5097400
P49207,60S ribosomal protein L34 (Large ribosomal subunit protein eL34),RPL34,2253300,2188100,5096200,4786900,1728700,1183900,2499200,1765900,4055000,3049400,5154400,4350700,3508900,3840400,3994100,4187900,3994100,4187900,4225400,3899600
P49247,"Ribose-5-phosphate isomerase, EC 5.3.1.6 (Phosphoriboisomerase)",RPIA,3133700,2409500,4858200,4610500,0,0,5082100,3588000,3480700,0,2825300,2430600,1544300,1418900,1950700,2034400,1950700,2034400,3036600,4183700
P49257,Protein ERGIC-53 (ER-Golgi intermediate compartment 53 kDa protein) (Gp58) (Intracellular mannose-specific lectin MR60) (Lectin mannose-binding 1),LMAN1,5236000,4692400,6978300,7066300,7883800,5336400,4888500,4641000,3808100,3631900,5855900,5231900,2370300,2579200,3428800,3576600,3428800,3576600,3204700,2556000
P49327,"Fatty acid synthase, EC 2.3.1.85 (Type I fatty acid synthase) [Includes: [Acyl-carrier-protein] S-acetyltransferase, EC 2.3.1.38; [Acyl-carrier-protein] S-malonyltransferase, EC 2.3.1.39; 3-oxoacyl-[acyl-carrier-protein] synthase, EC 2.3.1.41; 3-oxoacyl-[acyl-carrier-protein] reductase, EC 1.1.1.100; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase, EC 4.2.1.59; Enoyl-[acyl-carrier-protein] reductase, EC 1.3.1.39; Acyl-[acyl-carrier-protein] hydrolase, EC 3.1.2.14 ]",FASN,7002700,4328400,2658500,2020000,1542200,1621600,1732600,1476600,2365800,2403300,1829200,3469400,703650,1106800,1472500,522140,1472500,1213100,2251000,2417300
P49368,"T-complex protein 1 subunit gamma, TCP-1-gamma (CCT-gamma) (hTRiC5)",CCT3,9380600,11605000,13279000,10006000,5715500,5115500,7311200,6103800,7816200,7119800,5267200,4654800,2100100,2149200,1661900,1865600,1658100,1875300,4276600,3389500
P49411,"Elongation factor Tu, mitochondrial, EF-Tu (P43)",TUFM,23432000,16879000,23609000,20033000,14085000,10682000,14085000,12734000,17196000,17303000,16750000,18248000,16564000,17115000,24449000,21780000,24449000,21780000,17636000,12998000
P49419,"Alpha-aminoadipic semialdehyde dehydrogenase, Alpha-AASA dehydrogenase, EC 1.2.1.31 (Aldehyde dehydrogenase family 7 member A1, EC 1.2.1.3) (Antiquitin-1) (Betaine aldehyde dehydrogenase, EC 1.2.1.8) (Delta1-piperideine-6-carboxylate dehydrogenase, P6c dehydrogenase)",ALDH7A1,2514300,3366500,9873700,8251600,4571500,3430300,3711800,3782800,4429100,3113700,6585200,6262000,3593900,3443500,3660400,3324500,3660400,3324500,4319100,3877700
P49458,"Signal recognition particle 9 kDa protein, SRP9",SRP9,5061900,3911900,6884500,5393400,1014100,828440,5996600,5158300,3927600,3455700,3837600,3093300,766010,815780,832870,820640,832870,820640,2567100,3116100
P49588,"Alanine--tRNA ligase, cytoplasmic, EC 6.1.1.7 (Alanyl-tRNA synthetase, AlaRS) (Renal carcinoma antigen NY-REN-42)",AARS1,5400300,4073300,5246500,4862900,3224800,2050400,1175500,1703100,1419400,1489300,5878600,2859900,4657000,1307400,1986400,1541300,1986400,1541300,2343100,1532800
P49591,"Serine--tRNA ligase, cytoplasmic, EC 6.1.1.11 (Seryl-tRNA synthetase, SerRS) (Seryl-tRNA(Ser/Sec) synthetase)",SARS1,1224100,1052600,4866900,2824200,897840,684960,1158100,964470,869140,814440,1455200,1431400,584520,594580,349240,485190,349240,486990,607180,642890
P49720,Proteasome subunit beta type-3 (Proteasome chain 13) (Proteasome component C10-II) (Proteasome theta chain),PSMB3,5683800,2809500,15128000,12113000,6901400,2635700,4557000,6356600,3129600,5200700,12819000,10655000,7021300,8639500,4766300,4997100,4766300,4997100,6743000,0
P49721,Proteasome subunit beta type-2 (Macropain subunit C7-I) (Multicatalytic endopeptidase complex subunit C7-I) (Proteasome component C7-I),PSMB2,4374300,3877300,10991000,8426600,3765100,3352200,4358300,3744400,11929000,3148500,10062000,6764400,3844300,4212500,3158000,3025100,3158000,3025100,6948200,4132300
P49748,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial, VLCAD, EC 1.3.8.9",ACADVL,4392200,4024900,8576900,6853100,5608500,4350800,7257300,6204900,5898600,5407700,7426300,6333200,3712700,3830500,5838900,5851200,5838900,5851200,5551800,4858700
P49753,"Acyl-coenzyme A thioesterase 2, mitochondrial, Acyl-CoA thioesterase 2, EC 3.1.2.2 (Acyl-coenzyme A thioester hydrolase 2a) (CTE-Ia) (Long-chain acyl-CoA thioesterase 2) (ZAP128)",ACOT2,1604500,1109400,2725700,2429000,714200,0,1255100,931210,1519700,1576000,3715200,2660200,1300000,1570600,1357700,1923600,1236200,1923600,821900,1057500
P49755,"Transmembrane emp24 domain-containing protein 10, Protein TMED10 (21 kDa transmembrane-trafficking protein) (S31I125) (S31III125) (Tmp-21-I) (Transmembrane protein Tmp21) (p23) (p24 family protein delta-1, p24delta1) (p24delta)",TMED10,9590300,7530800,12087000,9651400,8571000,6779500,5283100,4258300,5037800,2338100,14821000,14975000,5714600,5926200,9407300,9547700,9407300,9599100,8396100,6602600
P49773,"Adenosine 5'-monophosphoramidase HINT1, EC 3.9.1.- (Desumoylating isopeptidase HINT1, EC 3.4.22.-) (Histidine triad nucleotide-binding protein 1) (Protein kinase C inhibitor 1) (Protein kinase C-interacting protein 1, PKCI-1)",HINT1,7811800,9282800,35601000,13050000,3488600,3155500,18066000,11231000,26281000,4511900,24870000,26672000,2753300,2834600,1252800,552500,1252800,552500,0,1669000
P49788,"Retinoic acid receptor responder protein 1 (Phorbol ester-induced gene 1 protein, PERG-1) (RAR-responsive protein TIG1) (Tazarotene-induced gene 1 protein)",RARRES1,1173800,1187200,1152700,1067400,1231400,1202100,9688300,7184500,2195100,1958500,6537400,3271500,1199000,1358300,1688600,1734100,1688600,1734100,1654800,996570
P49821,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial, EC 7.1.1.2 (Complex I-51kD, CI-51kD) (NADH dehydrogenase flavoprotein 1) (NADH-ubiquinone oxidoreductase 51 kDa subunit)",NDUFV1,1487500,1294200,4410500,2789100,1227700,0,2108500,1904100,3948100,2071600,2563300,3334600,1313100,1507400,2054000,1296000,2054000,1296000,1560000,1362200
P49913,"Cathelicidin antimicrobial peptide (18 kDa cationic antimicrobial protein, CAP-18, hCAP-18) [Cleaved into: Antibacterial peptide FALL-39 (FALL-39 peptide antibiotic); Antibacterial peptide LL-37 ]",CAMP,15055000,15350000,2131000,1456300,1500300,1366600,8260900,8096700,3004500,1604700,1162800,810260,612290,566950,2654300,1923700,2654300,1893700,4867400,3585600
P50135,"Histamine N-methyltransferase, HMT, EC 2.1.1.8",HNMT,1360600,1244900,8784000,6197500,524400,1053800,1573500,2919700,903060,819510,993860,1158300,971100,903760,817740,754230,817740,754230,3506900,986890
P50213,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial, EC 1.1.1.41 (Isocitric dehydrogenase subunit alpha) (NAD(+)-specific ICDH subunit alpha)",IDH3A,2997100,1848200,4924300,3419900,1197700,1202200,3247100,2523200,3188800,4692600,3626800,5699400,3328200,2916100,5385600,4462700,5385600,4462700,2361200,2229400
P50225,"Sulfotransferase 1A1, ST1A1, EC 2.8.2.1 (Aryl sulfotransferase 1) (HAST1/HAST2) (Phenol sulfotransferase 1) (Phenol-sulfating phenol sulfotransferase 1, P-PST 1) (ST1A3) (Thermostable phenol sulfotransferase, Ts-PST)",SULT1A1,1899300,3098900,12121000,7758000,4315400,4699400,521410,546070,15261000,5164700,4719600,5279600,404530,458710,884500,828520,884500,818120,479110,631970
P50238,"Cysteine-rich protein 1, CRP-1 (Cysteine-rich heart protein, CRHP, hCRHP) (Cysteine-rich intestinal protein, CRIP)",CRIP1,27219000,19990000,35957000,39720000,5661700,3152800,4268200,2119100,12252000,4434500,10568000,12670000,367780,2673900,7056400,8842600,7056400,8842600,3628100,4669700
P50336,"Protoporphyrinogen oxidase, PPO, EC 1.3.3.4",PPOX,7304100,6765500,5897800,5681600,3424500,1951800,2867900,2953500,6819800,4421600,6140500,4227100,2189300,2085400,5243300,4159200,5243300,4251100,3073700,2960500
P50395,"Rab GDP dissociation inhibitor beta, Rab GDI beta (Guanosine diphosphate dissociation inhibitor 2, GDI-2)",GDI2,17828000,13251000,27493000,23040000,11434000,9311500,10312000,9011900,14896000,14228000,23180000,20473000,9291100,10124000,8470000,6760900,8631100,6760900,18018000,13723000
P50416,"Carnitine O-palmitoyltransferase 1, liver isoform, CPT1-L, EC 2.3.1.21 (Carnitine O-palmitoyltransferase I, liver isoform, CPT I, CPTI-L) (Carnitine palmitoyltransferase 1A)",CPT1A,4603100,2020500,1074000,926010,1080600,740720,3110800,983560,996460,1047800,4023900,4214100,1011700,1042500,3350300,1339200,3350300,1339200,1118500,0
P50502,"Hsc70-interacting protein, Hip (Aging-associated protein 2) (Progesterone receptor-associated p48 protein) (Protein FAM10A1) (Putative tumor suppressor ST13) (Renal carcinoma antigen NY-REN-33) (Suppression of tumorigenicity 13 protein)",ST13,20679000,17391000,35758000,26455000,12169000,9315200,13848000,11332000,10491000,9133800,19551000,17668000,9406800,10457000,9213400,9430400,9275000,9430400,16112000,15652000
P50552,"Vasodilator-stimulated phosphoprotein, VASP",VASP,3935700,5997100,2310100,3558000,0,0,4539200,2389800,718270,0,2815100,0,644300,658340,852190,3808200,852190,3808200,1891300,2095600
P50570,"Dynamin-2, EC 3.6.5.5",DNM2,1905700,1467000,4623300,1688000,4015800,1638200,1835900,1424300,2064900,1326400,1205500,1003000,1067400,1011300,1184800,1065600,1184800,1065600,1685700,1493800
P50851,Lipopolysaccharide-responsive and beige-like anchor protein (Beige-like protein) (CDC4-like protein),LRBA,4256900,4599400,5409200,3485900,0,0,1799300,1782900,1149000,0,1195900,1060400,755230,588240,600750,592590,600750,592590,1740500,919170
P50897,"Palmitoyl-protein thioesterase 1, PPT-1, EC 3.1.2.22 (Palmitoyl-protein hydrolase 1)",PPT1,1747500,1457900,6835600,5203000,2389200,2290400,3073500,2274000,3189300,2336100,4587900,4825900,5840500,7439600,6708200,5294100,6708200,5294100,3117300,3454300
P50914,60S ribosomal protein L14 (CAG-ISL 7) (Large ribosomal subunit protein eL14),RPL14,9344700,6782500,11616000,10952000,3794400,926030,9121300,5851600,9737400,8854100,18890000,19686000,14171000,11929000,14148000,12170000,14148000,12170000,12916000,10725000
P50990,"T-complex protein 1 subunit theta, TCP-1-theta (CCT-theta) (Chaperonin containing T-complex polypeptide 1 subunit 8) (Renal carcinoma antigen NY-REN-15)",CCT8,16373000,14375000,21488000,17879000,13558000,9803600,9871800,9325100,13292000,14175000,8656200,9296500,3906500,4300700,3918900,3688100,3918900,3688100,9913400,7360000
P50991,"T-complex protein 1 subunit delta, TCP-1-delta (CCT-delta) (Stimulator of TAR RNA-binding)",CCT4,11679000,9883800,15038000,13160000,8816800,7273600,7300500,5700800,16020000,8322700,6020000,6216600,2002200,2360400,2352300,1978600,2352300,1978600,5533200,4471900
P50995,"Annexin A11 (56 kDa autoantigen) (Annexin XI) (Annexin-11) (Calcyclin-associated annexin 50, CAP-50)",ANXA11,17449000,15011000,22747000,19506000,9958800,8058900,12717000,10852000,14131000,12576000,14780000,15331000,9316300,8031800,12176000,12372000,12176000,12372000,9320300,5902200
P51148,"Ras-related protein Rab-5C, EC 3.6.5.2 (L1880) (RAB5L)",RAB5C,3746800,3107000,6980000,5495700,3312200,2507000,3594700,2841800,5025300,4832000,3772600,4248800,1685000,1810000,1787900,1448400,1787900,1448400,2553300,2045500
P51149,"Ras-related protein Rab-7a, EC 3.6.5.2",RAB7A,5599500,4690400,11774000,9718800,3676500,3135200,4492700,3733000,5607100,5525200,6405300,6516500,3297400,3943400,2330900,2474600,2330900,2474600,4306800,2959900
P51571,"Translocon-associated protein subunit delta, TRAP-delta (Signal sequence receptor subunit delta, SSR-delta)",SSR4,1451100,992960,4106900,3397600,2542500,1925100,1472900,1494700,4900200,4891000,4889400,4074400,2443100,4348300,3307900,3684300,3497900,3684300,3673300,2865200
P51572,"B-cell receptor-associated protein 31, BCR-associated protein 31, Bap31 (6C6-AG tumor-associated antigen) (Protein CDM) (p28)",BCAP31,11395000,9720800,15845000,14371000,9267500,3733400,3929800,4571200,5901300,3880700,12620000,8741200,6403400,6240300,8204200,8515300,8204200,8515300,10424000,8982000
P51648,"Aldehyde dehydrogenase family 3 member A2, EC 1.2.1.3, EC 1.2.1.94 (Aldehyde dehydrogenase 10) (Fatty aldehyde dehydrogenase) (Microsomal aldehyde dehydrogenase)",ALDH3A2,4385700,3064300,11310000,6428100,2968700,2591600,4662500,3335800,9299600,8063100,10910000,9902700,5291000,4329700,5895500,6878400,5895500,6878400,3893500,3375400
P51649,"Succinate-semialdehyde dehydrogenase, mitochondrial, EC 1.2.1.24 (Aldehyde dehydrogenase family 5 member A1) (NAD(+)-dependent succinic semialdehyde dehydrogenase)",ALDH5A1,1424700,1476600,4453400,2697900,1021800,851370,1154400,1446600,1107200,1193400,1602100,2455100,2732000,1805800,3063100,1705600,3063100,1705600,1632000,1059100
P51659,"Peroxisomal multifunctional enzyme type 2, MFE-2 (17-beta-hydroxysteroid dehydrogenase 4, 17-beta-HSD 4) (D-bifunctional protein, DBP) (Multifunctional protein 2, MFP-2) (Short chain dehydrogenase/reductase family 8C member 1) [Cleaved into: (3R)-hydroxyacyl-CoA dehydrogenase, EC 1.1.1.n12; Enoyl-CoA hydratase 2, EC 4.2.1.107, EC 4.2.1.119 (3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholest-24-enoyl-CoA hydratase) ]",HSD17B4,8219100,5913700,9230500,7606600,4456000,3080800,5519500,4468500,8640100,6710700,7197800,6871300,5292300,5423900,6217100,6086800,6217100,6086800,4862700,4028500
P51665,26S proteasome non-ATPase regulatory subunit 7 (26S proteasome regulatory subunit RPN8) (26S proteasome regulatory subunit S12) (Mov34 protein homolog) (Proteasome subunit p40),PSMD7,5602500,3929400,7354600,10203000,3189000,2180400,2603500,1317500,964310,1124400,7711300,2739900,940150,1244000,649210,709190,649210,709190,1923600,1210700
P51857,"Aldo-keto reductase family 1 member D1, EC 1.3.1.3 (3-oxo-5-beta-steroid 4-dehydrogenase) (Delta(4)-3-ketosteroid 5-beta-reductase) (Delta(4)-3-oxosteroid 5-beta-reductase)",AKR1D1,59754000,62827000,33253000,23110000,15680000,7538100,18165000,14073000,25739000,30395000,28699000,14563000,7193300,10629000,6946400,6571000,6946400,6571000,29098000,21916000
P51858,"Hepatoma-derived growth factor, HDGF (High mobility group protein 1-like 2, HMG-1L2)",HDGF,15189000,11831000,17064000,15601000,8967400,6600700,6510200,5904400,7025200,3383700,8345800,9966800,2243900,2731900,3434100,2621500,3434100,2621500,3922300,3733700
P51991,"Heterogeneous nuclear ribonucleoprotein A3, hnRNP A3",HNRNPA3,2141700,1756700,10651000,5913900,1791600,1147500,2189700,1594900,11073000,7743700,14126000,15569000,8688700,6159800,4592500,4218100,4592500,4218100,9746400,7272500
P52209,"6-phosphogluconate dehydrogenase, decarboxylating, EC 1.1.1.44",PGD,74638000,63234000,62204000,53923000,52227000,36918000,40201000,35946000,33106000,28486000,39857000,32892000,11793000,11601000,11334000,10910000,11334000,10936000,42390000,29790000
P52272,"Heterogeneous nuclear ribonucleoprotein M, hnRNP M",HNRNPM,17448000,15222000,21805000,13628000,4001800,4710800,7241900,6273800,9307000,9367100,5765200,5738000,2243000,1427100,1148500,1033200,1148500,1033200,3641800,3353800
P52565,"Rho GDP-dissociation inhibitor 1, Rho GDI 1 (Rho-GDI alpha)",ARHGDIA,16166000,13939000,38251000,28788000,15959000,12252000,14212000,11227000,17488000,12770000,30122000,19794000,12965000,10583000,6801000,6658300,6801000,6658300,16703000,12269000
P52566,"Rho GDP-dissociation inhibitor 2, Rho GDI 2 (Ly-GDI) (Rho-GDI beta)",ARHGDIB,6538900,4729000,11713000,10058000,10081000,8664900,5859900,4226900,6151300,5631300,12216000,15471000,5488700,5616200,2630800,2681800,2630800,2681800,11598000,8944700
P52597,"Heterogeneous nuclear ribonucleoprotein F, hnRNP F (Nucleolin-like protein mcs94-1) [Cleaved into: Heterogeneous nuclear ribonucleoprotein F, N-terminally processed ]",HNRNPF,11239000,9679200,16056000,12060000,6436600,4434100,9191300,8359700,7607700,6634700,10795000,9459200,3295400,3626300,2898100,3817500,1907100,3817500,7495600,5809900
P52788,"Spermine synthase, SPMSY, EC 2.5.1.22 (Spermidine aminopropyltransferase)",SMS,3769800,1372200,3640500,3765200,0,735810,375180,441990,316520,0,788350,843970,452140,464080,584330,772580,525210,772580,0,707810
P52815,"39S ribosomal protein L12, mitochondrial, L12mt, MRP-L12 (5c5-2) (Mitochondrial large ribosomal subunit protein bL12m)",MRPL12,0,741720,1761400,1654000,531440,0,928470,476200,1283200,1272400,2093300,1853600,1110700,1023300,2711600,2057100,2711600,2057100,1129100,866050
