Uniprot_Id,Protein_Name,Gene_Name,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56,M57,M58,M59,M60,M61,M62,M63,M64,M65,M66,M67,M68,M69,M70,M71,M72,M73,M74
P02743,"Serum amyloid P-component, SAP (9.5S alpha-1-glycoprotein) [Cleaved into: Serum amyloid P-component(1-203) ]",APCS,94910,197450,387490,2366000,4879900,456640,0,48378000,197490,0,0,120090,96384000,0,1477500,0,499670,0,582300,87743000,3604500,250900,66800000,83111,371180,143340000,0,213440,274100,181480,242680,38632000,887540,6046200,1109500,67051000,0,77137000,116560000,32349,433430016,0,786040,0,0,29401,999330,300470,1068900,973860,4526500,164840,0,0,56157000,107160000,9697000,4857700,198970000,197220000,55101000,44487,36113000,11919000,0,315410,1099300,12076000,0,2353300,8746900,635920,118330000,309850
P02745,Complement C1q subcomponent subunit A,C1QA,30340000,22354000,18845000,23294000,38493000,39170000,5661900,358500000,25786000,0,13296000,9983400,55492000,3219100,16619000,25344000,6512700,10679000,4751800,102150000,36198000,9951100,117010000,15456000,23421000,103630000,8497200,23094000,49020000,21116000,66189000,70136000,29747000,30063000,33983000,21269000,9916400,130880000,97780000,2294300,153020000,17615000,11019000,11689000,23922000,32842000,11755000,17318000,31457000,9550600,118730000,29829000,19874000,4906500,167100000,60480000,7152000,121030000,115640000,507080000,49667000,11168000,231440000,30081000,37895000,38192000,31597000,30922000,10158000,6371300,237490000,6956800,76591000,40888000
P02746,Complement C1q subcomponent subunit B,C1QB,22816000,29572000,13647000,23610000,29209000,20872000,17601000,407209984,25844000,13874,11533000,23466000,49849000,935280,43213000,25127000,17782000,16288000,8572100,108490000,59876000,27840000,105520000,15007000,17532000,80043000,30118000,26651000,58528000,21515000,51572000,77399000,32844000,37154000,32098000,26268000,20419000,95206000,53541000,14382000,137910000,10126000,28480000,13981000,77213000,40450000,12590000,21433000,24395000,9137600,86079000,36089000,23420000,12237000,180490000,59247000,13055000,58053000,89054000,321180000,46347000,11050000,108670000,24144000,42759000,28490000,30727000,7752700,29828000,43976000,192160000,17654000,52529000,56840000
P02747,Complement C1q subcomponent subunit C,C1QC,36073000,38514000,23253000,59767000,154300000,28388000,16624000,417750016,58553000,27268000,12601000,15741000,105650000,21691000,13421000,21393000,17342000,2342700,7792700,202270000,43642000,34852000,135520000,22845000,28887000,113880000,13507000,30084000,56304000,25765000,39176000,95407000,45590000,23141000,28140000,46106000,29517000,172070000,162380000,15041000,139490000,17723000,33984000,18247000,80355000,41535000,23730000,17938000,30687000,18579000,80944000,66843000,30192000,15628000,245280000,106520000,31765000,104380000,165810000,613000000,62992000,12825000,187030000,55587000,42333000,46077000,28157000,24580000,2538800,56056000,277590016,27901000,81588000,48472000
P02748,Complement component C9 [Cleaved into: Complement component C9a; Complement component C9b ],C9,52247000,41652000,40282000,61108000,29016000,54817000,31769000,206900000,33327000,24726000,55664000,45532000,108460000,68664000,43568000,47742000,32306000,50555000,11729000,174710000,119180000,47934000,118990000,31289000,36575000,254970000,54728000,123960000,102470000,44860000,42935000,162170000,164820000,54808000,82209000,53366000,89196000,82583000,188150000,50986000,287950016,60439000,82423000,59429000,48497000,147750000,17436000,56893000,56100000,21948000,144020000,45379000,66438000,30720000,460350016,199870000,16801000,150290000,258660000,414000000,174460000,55183000,469240000,121830000,110830000,95210000,39752000,34766000,49128000,84428000,163730000,53119000,124280000,75042000
P02749,"Beta-2-glycoprotein 1 (APC inhibitor) (Activated protein C-binding protein) (Anticardiolipin cofactor) (Apolipoprotein H, Apo-H) (Beta-2-glycoprotein I, B2GPI, Beta(2)GPI)",APOH,1094499968,474900000,559550016,571459968,599619968,969820032,903329984,3414700032,666540032,868750016,1125100032,1027600000,990009984,1042800000,723500032,754390016,814400000,1220600064,250170000,630179968,1082700032,588670016,516889984,845939968,413209984,783049984,448470016,675630016,831390016,1132600064,1445799936,215920000,681449984,1745200000,863209984,31279000,516720000,355529984,979510016,609830016,511150016,759160000,757590016,587310016,441750016,508300000,137340000,1358000000,279390016,71933000,1545100032,1490200064,948849984,504289984,962339968,623030016,142430000,1182200064,1487100032,848099968,709409984,1385500032,1032099968,334380000,1344800000,717769984,317209984,17128000,524540000,1026899968,219320000,389310016,731920000,628320000
P02750,"Leucine-rich alpha-2-glycoprotein, LRG",LRG1,298990016,368460000,483049984,168580000,107260000,112330000,52323000,195440000,276240000,325470016,44191000,26351000,26081000,53449000,239140000,95855000,27474000,271590016,83592000,169500000,349249984,60138000,190400000,35195000,52547000,222510000,96335000,53304000,44211000,101600000,29922000,142470000,88317000,263400000,95139000,57299000,146480000,94448000,346960000,72357000,198260000,36754000,92119000,404689984,49943000,114090000,9542100,280929984,52839000,12299000,80869000,45550000,31106000,114560000,199920000,119430000,15493000,83387000,133220000,483600000,170590000,81069000,245180000,46801000,39852000,91779000,187540000,11288000,332310016,126610000,66254000,263240000,630899968,284030016
P02751,"Fibronectin, FN (Cold-insoluble globulin, CIG) [Cleaved into: Anastellin; Ugl-Y1; Ugl-Y2; Ugl-Y3 ]",FN1,4520700,908880,12820000,11851000,0,12859000,14780000,446940000,53922000,4711.600098,1925600,560850,152160,535800,8239600,2827100,4162600,7346000,760910,125930000,19297,57971000,67541000,10084000,34285000,104340,16374000,19819000,56684000,5254700,66777000,13960000,105900000,7796.700195,844800,11185000,87633,9105900,43577000,1238000,2333000,2020600,486370,25950,2036300,247250,22613000,11865000,1472200,30917000,32725000,124360,40284000,70364,44840000,12907000,174160,16863000,113030000,22038000,12964000,47922000,26186000,73390000,102480000,59658000,2819300,6669000,563620,15989000,212610000,7681900,126240000,59562000
P02753,"Retinol-binding protein 4 (Plasma retinol-binding protein, PRBP, RBP) [Cleaved into: Plasma retinol-binding protein(1-182); Plasma retinol-binding protein(1-181); Plasma retinol-binding protein(1-179); Plasma retinol-binding protein(1-176) ]",RBP4,93301000,82915000,65320000,84708000,175620000,159310000,57338000,966419968,59892000,78291000,98811000,128280000,261370000,67592000,122650000,48879000,152490000,107990000,34545000,444220000,264520000,112830000,23997000,261650000,28015000,488240000,42938000,66359000,109360000,612670016,403940000,53981000,180800000,631590016,224610000,8581300,30740000,214450000,278889984,72121000,126640000,148210000,72872000,80683000,77494000,103060000,70757000,93351000,78340000,29726000,593550016,522180000,291009984,86343000,129270000,274540000,50582000,344500000,555609984,106430000,183900000,169020000,220050000,65963000,293780000,129300000,73404000,14078000,62049000,119340000,87838000,41673000,225800000,107560000
P02760,"Protein AMBP (Protein HC) [Cleaved into: Alpha-1-microglobulin, EC 1.6.2.- (Alpha-1 microglycoprotein) (Complex-forming glycoprotein heterogeneous in charge); Inter-alpha-trypsin inhibitor light chain, ITI-LC (Bikunin) (EDC1) (HI-30) (Uronic-acid-rich protein); Trypstatin ]",AMBP,526009984,426840000,219090000,342340000,614049984,451280000,383100000,1804800000,383860000,829870016,402680000,502660000,559080000,298510016,259060000,380140000,295080000,360249984,48563000,901200000,719500032,342529984,778350016,433790016,235330000,919409984,380720000,445489984,572310016,538080000,414880000,1004400000,386100000,2664199936,421350016,106850000,329649984,584440000,1209900032,361649984,687560000,477369984,407160000,354320000,260300000,310990016,91112000,458740000,253410000,62621000,1204300032,372070016,283680000,175160000,617960000,793790016,132770000,630350016,1709400064,1820499968,861009984,342140000,816579968,311249984,464620000,454100000,269060000,76763000,306060000,660860032,611139968,361780000,1480899968,426860000
P02763,"Alpha-1-acid glycoprotein 1, AGP 1 (Orosomucoid-1, OMD 1)",ORM1,962350016,753870016,747809984,411800000,311569984,216420000,1011800000,3496499968,614350016,622390016,414329984,155750000,2412000000,964419968,1070600000,867529984,276489984,1261900032,199260000,2267200000,700089984,171600000,1302200064,90122000,344500000,2937100032,333980000,462220000,654320000,292630016,225990000,1335600000,456009984,549129984,265360000,261410000,389470016,834790016,3396999936,106660000,2440900096,78056000,1812000000,1379800064,1852600064,546899968,78572000,407710016,522660000,250170000,437040000,270160000,65349000,160580000,3579699968,915000000,129670000,389880000,2348999936,2559000064,2989100032,120040000,2128600064,232510000,295280000,623139968,982520000,245000000,1340300032,206170000,964089984,1220899968,2116499968,1034499968
P02765,Alpha-2-HS-glycoprotein (Alpha-2-Z-globulin) (Ba-alpha-2-glycoprotein) (Fetuin-A) [Cleaved into: Alpha-2-HS-glycoprotein chain A; Alpha-2-HS-glycoprotein chain B ],AHSG,1410400000,520620000,938689984,1560700032,907529984,1416999936,602520000,1696600064,396140000,759369984,459000000,723020032,493889984,1587699968,740689984,815710016,653049984,1114099968,138510000,321049984,551720000,1606200064,162320000,949939968,777980032,505009984,493449984,1035299968,746440000,412420000,587280000,222700000,703600000,711310016,810390016,113560000,865270016,306889984,418700000,490680000,293729984,1047800000,1453699968,419400000,660150016,351289984,52195000,970659968,48147000,31992000,825489984,309849984,622419968,175100000,314840000,408020000,65003000,434480000,614000000,1472000000,383649984,1267900032,292689984,147570000,1824700032,1396600064,278360000,72761000,292969984,1064600000,683729984,486609984,662369984,1054200000
P02766,Transthyretin (ATTR) (Prealbumin) (TBPA),TTR,58319000,46265000,60285000,79570000,64513000,97318000,29247000,324540000,24319000,34404000,38207000,45947000,411500000,39489000,52452000,44753000,53965000,89033000,3174800,196480000,60375000,49142000,31767000,60936000,22903000,284470016,31537000,81372000,96106000,91874000,218200000,78641000,76165000,88464000,75877000,16001000,20374000,249920000,337380000,24737000,434990016,50907000,37309000,19739000,32892000,28248000,14432000,39498000,33442000,15929000,154920000,133820000,100930000,19069000,183130000,170060000,53596000,239200000,661009984,208340000,367840000,70990000,272670016,38544000,158460000,113310000,40921000,7532700,18358000,63493000,124140000,29889000,293320000,76029000
P02774,"Vitamin D-binding protein, DBP, VDB (Gc protein-derived macrophage activating factor, Gc-MAF, GcMAF) (Gc-globulin) (Group-specific component, Gc) (Vitamin D-binding protein-macrophage activating factor, DBP-maf)",GC,1997500032,984280000,1293600000,1310099968,1279200000,2225100032,1386400000,7549400064,1382300032,1331500032,761630016,1976899968,2698400000,2483300096,1243299968,1654400000,1106899968,1356099968,464560000,1728700032,1534800000,2027699968,1428700032,2654799872,1487800064,1830200064,1564199936,2292699904,2335200000,1354300032,1533900032,1368099968,1383900032,2357799936,1277500032,439129984,1094800000,912099968,1885699968,1665600000,1723100032,2441100032,2574299904,757040000,1534499968,910060032,232380000,1051200000,410809984,119740000,2185700096,2363800064,890350016,432390016,1741400064,1326599936,258290000,1416899968,1790800000,3466200064,3342700032,2847800064,2671699968,741369984,4184699904,2427399936,1225699968,249060000,892019968,1872300032,960360000,1432300032,2761999872,1646400000
P02775,"Platelet basic protein, PBP (C-X-C motif chemokine 7) (Leukocyte-derived growth factor, LDGF) (Macrophage-derived growth factor, MDGF) (Small-inducible cytokine B7) [Cleaved into: Connective tissue-activating peptide III, CTAP-III (LA-PF4) (Low-affinity platelet factor IV); TC-2; Connective tissue-activating peptide III(1-81), CTAP-III(1-81); Beta-thromboglobulin, Beta-TG; Neutrophil-activating peptide 2(74), NAP-2(74); Neutrophil-activating peptide 2(73), NAP-2(73); Neutrophil-activating peptide 2, NAP-2; TC-1; Neutrophil-activating peptide 2(1-66), NAP-2(1-66); Neutrophil-activating peptide 2(1-63), NAP-2(1-63) ]",PPBP,19194000,4120000,30199000,209380000,106500000,375969984,397320000,1132800000,55609000,2668700,124870000,96231000,458260000,664150016,307270016,372150016,68244000,208130000,47000000,127330000,161470000,130110000,133570000,235310000,242710000,163810000,191940000,121210000,94035000,108840000,22286000,46565000,321140000,115350000,304070016,22357000,236760000,19509000,6429000,184730000,99104000,366940000,442249984,164250000,143380000,153790000,34501000,104650000,7934700,18442000,127510000,88857000,449569984,230980000,92237000,213700000,56838000,124760000,127490000,34309000,150080000,76869000,12581000,65769000,205470000,263020000,85814000,6764500,96658000,67294000,84872000,81846000,71673000,148770000
P02776,"Platelet factor 4, PF-4 (C-X-C motif chemokine 4) (Iroplact) (Oncostatin-A) [Cleaved into: Platelet factor 4, short form (Endothelial cell growth inhibitor) ]",PF4,785180,0,836070,41589000,13910000,46049000,44310000,178170000,2415100,0,18147000,8202900,32955000,193050000,80055000,101910000,10510000,47607000,11294000,6307700,20172000,14176000,3535700,30861000,29278000,21375000,21879000,15438000,13168000,22271000,2941700,10354000,57207000,13881000,54647000,6538100,44075000,1824300,1642000,32099000,101500000,48925000,61222000,10071000,32406000,77612000,2987600,37062000,0,4967800,27791000,12373000,85292000,54251000,47806000,66934000,9188300,40820000,40163000,3435100,23160000,5302900,2925100,21854000,21183000,24411000,16918000,779090,18566000,4222300,11456000,31649000,3457100,24088000
P02787,"Serotransferrin, Transferrin (Beta-1 metal-binding globulin) (Siderophilin)",TF,135540000,51797000,86030000,146630000,356750016,144750000,44951000,957720000,29200000,35824000,79031000,98861000,180850000,45140000,132520000,58272000,120720000,126930000,17927000,525620000,41108000,114020000,63332000,94666000,111210000,227840000,32814000,100160000,109580000,83161000,157800000,586659968,46460000,42401000,32302000,64500000,93951000,172740000,151150000,15331000,94947000,120100000,84684000,31193000,145340000,24068000,31438000,40297000,29718000,9270400,171840000,70027000,81889000,10935000,132300000,59269000,13989000,190400000,182630000,331470016,235220000,92776000,83424000,91489000,321009984,166870000,36008000,45823000,35915000,150200000,1022899968,53495000,263440000,186910000
P02788,"Lactotransferrin, Lactoferrin, EC 3.4.21.- (Growth-inhibiting protein 12) (Talalactoferrin) [Cleaved into: Lactoferricin-H, Lfcin-H; Kaliocin-1; Lactoferroxin-A; Lactoferroxin-B; Lactoferroxin-C ]",LTF,24094,29771,6168.700195,0,0,1275900,0,754430,30625000,12209,0,91032,0,6556300,1060100,263680,261600,2399500,102380,833540,112020000,0,0,110300,152460,12753000,0,11401,6861.100098,16801000,3906400,460360,1252500,5517500,9293400,0,56636,2162600,27748,2871400,5537000,2818800,42869000,827960,231840,23024000,323110,120200000,67269,0,0,0,185410,20201000,187010,530610,3069700,25336,521880,0,8115.299805,37831,12725,0,401400,45926,170990,1033.400024,1430700,153540,16480,0,114850,3160.100098
P02790,Hemopexin (Beta-1B-glycoprotein),HPX,1359900032,666579968,1252099968,1659500032,2152999936,1208099968,897139968,4499599872,470590016,1005400000,860400000,666120000,1417799936,831409984,1387000064,1412499968,508150016,750440000,337420000,1456600064,2648499968,1443800064,1044300032,1849600000,977939968,5901300224,1044899968,1323500032,2614599936,1587399936,1931200000,2000499968,1556300032,2889799936,2068499968,359500000,1077799936,3732000000,4640399872,527940000,2996499968,1016400000,1537200000,1278400000,1034300032,1002200000,426780000,1275200000,1570800000,228100000,3620199936,5239499776,1430200064,504830016,5649699840,3342599936,849790016,3201799936,4296300032,3800699904,3851000064,681600000,2412499968,523600000,1392600064,1852800000,755809984,91009000,938280000,1512400000,1151699968,1402200064,3534899968,1291000064
P03951,"Coagulation factor XI, FXI, EC 3.4.21.27 (Plasma thromboplastin antecedent, PTA) [Cleaved into: Coagulation factor XIa heavy chain; Coagulation factor XIa light chain ]",F11,6503400,1604000,2970000,8953700,2921900,3579100,2747000,27933000,1983500,3943600,3127100,1862800,2085000,4188000,4217500,5793200,2838000,8926000,2776600,2807700,20297000,5050900,5315200,9878800,5813600,12916000,1539700,8979000,23233000,11172000,14109000,324870,18238000,17511000,11516000,174320,1286100,8269300,10281000,4241200,8098500,9767600,7939800,7409600,749820,9091600,708780,3718900,322500,127320,34325000,9761200,9857400,4053200,9519900,11394000,1454700,6315300,7406700,3088500,2313200,5843500,7421500,2130700,17369000,13986000,3252000,406100,3234300,12389000,7072200,3448300,2867800,21361000
P03952,"Plasma kallikrein, EC 3.4.21.34 (Fletcher factor) (Kininogenin) (Plasma prekallikrein, PKK) [Cleaved into: Plasma kallikrein heavy chain; Plasma kallikrein light chain ]",KLKB1,43623000,15086000,30248000,37856000,60416000,81155000,24952000,164640000,26568000,1769600,45360000,53725000,33311000,55174000,66323000,25057000,16263000,49799000,17462000,31140000,103390000,49760000,27154000,71111000,30010000,178820000,35566000,44477000,56557000,72191000,97006000,29758000,74415000,180560000,83868000,6494900,24357000,83366000,115420000,36021000,64723000,38072000,40656000,44012000,18623000,41320000,18103000,44261000,20045000,7073800,152530000,144400000,68095000,25486000,87988000,139430000,25954000,95387000,146300000,86269000,41250000,28601000,70888000,30321000,89373000,69187000,26342000,5037900,14638000,85523000,52624000,41964000,79456000,67642000
P04003,"C4b-binding protein alpha chain, C4bp (Proline-rich protein, PRP)",C4BPA,161420000,106910000,82857000,209920000,151040000,65716000,98331000,1157600000,32050000,19479000,55475000,111050000,217710000,137180000,227070000,97808000,70532000,213260000,16174000,398840000,432160000,139920000,480329984,135940000,81284000,681939968,104470000,185410000,367000000,141940000,221650000,465120000,376009984,373529984,189000000,110520000,107430000,450020000,824369984,163660000,533780000,137030000,208000000,195640000,217570000,146290000,53514000,139820000,121010000,21025000,239030000,522830016,124690000,62039000,705849984,350230016,109220000,698920000,714920000,690920000,415940000,77319000,450140000,335160000,370560000,381849984,327760000,28504000,116510000,166040000,607400000,166400000,1050400000,354040000
P04004,"Vitronectin, VN (S-protein) (Serum-spreading factor) (V75) [Cleaved into: Vitronectin V65 subunit; Vitronectin V10 subunit; Somatomedin-B ]",VTN,1064300032,535289984,342670016,547390016,291520000,303369984,142630000,848540032,521020000,1212099968,314740000,191910000,266090000,534400000,672019968,648310016,264300000,325560000,126550000,250560000,726449984,677920000,309520000,322940000,395680000,744670016,471230016,439150016,515260000,604520000,649080000,395830016,941920000,554300032,835500032,224380000,925240000,361209984,736680000,333540000,400780000,305680000,538129984,398540000,206360000,520140000,124160000,525129984,166850000,86416000,1096899968,536040000,680569984,239920000,715489984,617750016,112270000,712400000,898339968,1034899968,484809984,336800000,824489984,428449984,645310016,632750016,422420000,69269000,394049984,623449984,446680000,376200000,773240000,483200000
P04040,"Catalase, EC 1.11.1.6",CAT,6259100,23749000,2933700,9862100,0,895660,11652000,24301000,4554700,734560,2125100,22969000,17923000,18294000,22345000,1073500,5744900,6069500,1235100,10252000,3882000,3796600,6539200,1523300,6058800,14234000,4706700,2971800,6157100,34556000,23706000,4514100,1267600,4656900,14188000,348940,1904900,46724000,3870100,12188000,91894000,3556300,13899000,15523000,5126300,5400500,914630,37704000,2396400,3479900,4752100,13742000,1002700,16836000,38764000,27705000,1964400,10443000,9210700,31053000,7134500,3412100,11210000,1007500,6057900,2835100,24302000,951740,3219200,4735300,1343900,3880400,7186700,6035300
P04070,"Vitamin K-dependent protein C, EC 3.4.21.69 (Anticoagulant protein C) (Autoprothrombin IIA) (Blood coagulation factor XIV) [Cleaved into: Vitamin K-dependent protein C light chain; Vitamin K-dependent protein C heavy chain; Activation peptide ]",PROC,908450,4386700,2739900,4753500,8488100,738570,9934900,30117000,1587300,0,2134000,7968900,1588000,3534000,4341100,4566300,761540,6837000,1036500,0,20770000,14750000,1121100,12745000,3984200,11974000,6720200,10839000,11464000,17648000,28634000,1231500,11199000,18142000,17205000,767410,1337300,9080100,15156000,4243800,502450,8710400,10618000,5233000,0,7198400,1968600,11052000,2385200,0,27393000,25692000,18874000,6417200,6057800,13424000,1115200,15324000,48820000,6586000,5024600,6427100,10629000,2464600,15855000,10391000,5155800,227490,242060,4344700,3278000,5392000,4119300,3510200
P04075,"Fructose-bisphosphate aldolase A, EC 4.1.2.13 (Lung cancer antigen NY-LU-1) (Muscle-type aldolase)",ALDOA,3579700,10050000,2194300,10517000,1441400,23897000,18642000,51764000,8835300,698200,3025900,2836300,8918400,1887600,5799000,23073000,3218200,1116200,1169900,4598700,5405000,5996400,10319000,4940200,11165000,6235900,1615800,8087100,11334000,29641000,7645800,3618600,19113000,9321600,10878000,1811100,12197000,26278000,1801900,14018000,19835000,4085700,6436000,27300000,118490000,5660500,21826000,7551800,1331600,971860,21435000,7692300,30781000,6661500,18194000,24554000,684550,16777000,52055000,10780000,73160000,5596400,3992900,7012000,5937800,18976000,6176400,420160,6951600,3395100,3019700,8397500,6225000,8594400
P04114,"Apolipoprotein B-100, Apo B-100 [Cleaved into: Apolipoprotein B-48, Apo B-48 ]",APOB,31979000,76219000,84787000,68664000,224490000,95718000,35553000,1548700032,24668000,9347600,22548000,41203000,641900032,30646000,38390000,20003000,34210000,31819000,20311000,1035500032,287720000,43268000,616440000,43341000,46379000,738470016,27182000,46395000,57413000,56096000,159910000,121920000,73415000,211610000,32727000,70478000,23634000,347129984,586910016,23247000,488729984,21078000,16273000,34236000,68024000,49310000,116170000,45190000,240380000,34557000,793729984,187230000,30485000,20529000,693889984,914670016,117750000,786649984,1433799936,1317799936,223550000,44271000,680270016,125800000,80623000,51883000,91684000,70121000,23562000,94435000,111120000,32183000,195350000,71899000
P04180,"Phosphatidylcholine-sterol acyltransferase, EC 2.3.1.43 (1-alkyl-2-acetylglycerophosphocholine esterase, EC 3.1.1.47) (Lecithin-cholesterol acyltransferase) (Phospholipid-cholesterol acyltransferase) (Platelet-activating factor acetylhydrolase, PAF acetylhydrolase)",LCAT,13838000,3239700,16696000,7018600,2107300,5609800,325160,14432000,1073700,0,1642100,1250700,4667000,2163800,4615300,2864600,1700000,7380800,2771600,363410,14116000,3834200,3909100,3617900,2049400,21224000,2537900,5644000,8334200,9988700,8044600,5722400,7288800,13888000,8003600,2696500,2758800,6048400,11082000,1969300,15085000,3548100,1399100,3147900,0,5305500,661960,3841800,1667000,0,18946000,8645400,5066200,3057100,13652000,12527000,1303500,19913000,19268000,40326000,19954000,7139700,16572000,9810600,11716000,18111000,4871000,769820,2092400,12404000,10274000,2827800,31208000,1871800
P04196,"Histidine-rich glycoprotein (Histidine-proline-rich glycoprotein, HPRG)",HRG,500129984,223940000,311720000,289110016,254910000,249720000,29425000,1585600000,54599000,28488000,117220000,66255000,309240000,228870000,203560000,69421000,209310000,493020000,67848000,1267000064,198160000,92969000,75310000,120990000,65410000,194790000,51368000,44898000,42079000,95563000,296480000,111690000,126270000,62346000,39518000,19534000,26436000,182880000,255600000,28854000,217330000,135130000,85963000,111840000,149440000,116250000,26714000,100480000,6998400,2699600,234840000,65559000,52617000,30772000,138490000,212940000,29334000,194230000,362060000,202580000,106500000,47882000,118370000,27125000,132510000,84975000,38681000,39791000,96064000,208880000,322870016,88339000,215190000,200280000
P04217,Alpha-1B-glycoprotein (Alpha-1-B glycoprotein),A1BG,2616100096,1471699968,1126499968,1773500032,619660032,1088800000,743640000,1448499968,1023299968,1766400000,774019968,613120000,220640000,1842000000,1014499968,1236899968,608499968,1186200064,117820000,441860000,793310016,1175900032,152450000,1872000000,1370000000,652480000,944979968,1476300032,1206499968,973030016,776920000,569640000,822750016,1460899968,1169299968,102390000,949790016,298510016,996659968,623980032,806460032,1341200000,1440999936,849880000,478710016,797180032,65259000,1015200000,127690000,43963000,1330099968,937969984,774419968,315110016,969680000,893510016,86459000,748940032,708720000,1407500032,1091600000,982460032,606649984,298180000,1163699968,1264499968,444169984,39883000,632449984,913569984,475569984,1316800000,1053200000,1141600000
P04275,"von Willebrand factor, vWF [Cleaved into: von Willebrand antigen 2 (von Willebrand antigen II) ]",VWF,4485400,3210400,4920800,3903000,32345,371450,28128000,85315000,2967200,113140,164670,40539,284420,12367000,331050,2978200,650290,664980,151590,11006000,25906000,23918000,30709000,4394800,12995000,22718000,15240000,47039000,18910000,75616000,45500000,9011700,10070000,16299000,8793900,6197400,3716200,21942000,66041000,10943000,18059000,2770800,1843900,4971100,2602900,5735000,16479000,35030000,17347000,23657000,66940000,3984900,39955000,3885400,290800000,38472000,1047200,40585000,401929984,23931000,24823000,3649300,23001000,22602000,9563200,14407000,18057000,1738300,13519000,1352400,6264900,2546300,21531000,29188000
P04406,"Glyceraldehyde-3-phosphate dehydrogenase, GAPDH, EC 1.2.1.12 (Peptidyl-cysteine S-nitrosylase GAPDH, EC 2.6.99.-)",GAPDH,665790,19888000,0,1694800,0,1902700,762030,10424000,1184100,0,7240,0,3816700,1473500,3808300,3558700,0,0,129990,962260,964410,716750,3133700,2682600,1804200,5132100,3173000,1932400,3399700,9170200,4966700,4214500,10594000,1872800,5293000,1601600,5187900,38089000,2409500,5098900,52455000,681810,3972300,12489000,509840000,3084800,168200000,3396200,987610,2555700,3844800,1464300,11485000,5192100,39107000,24883000,0,27820000,112100000,14877000,275500000,1029100,7036600,5840200,3672500,3347000,3740700,841870,0,1576300,5897700,892230,3593100,3150100
P04439,"HLA class I histocompatibility antigen, A alpha chain (Human leukocyte antigen A, HLA-A)",HLA-A,3247900,1327000,0,1317100,0,0,0,1109000,4640600,0,1904800,0,2069200,2244500,2087700,0,1111600,0,1479900,0,477090,675520,0,1165200,1984700,0,1452900,3056800,0,1566500,235490,2063000,0,884760,4888800,333610,2122000,315470,0,1216000,3440100,1088800,0,910840,1077300,621140,3378500,4988600,0,0,5418300,0,270740,0,6660200,3361900,0,5771900,1938500,2119900,16504000,549930,1193400,2830000,7773800,2482300,655120,213970,0,549450,963120,2485300,1595200,2618100
P05019,"Insulin-like growth factor I, IGF-I (Mechano growth factor, MGF) (Somatomedin-C)",IGF1,6214300,3862400,5073800,9927900,0,9433400,0,33724000,14499000,0,0,0,38555000,20390000,6550000,9485300,3160800,11151000,2066900,16061000,5988900,0,0,13041000,4271400,3456300,5830500,13895000,0,4381300,0,3197500,2756100,3338400,33801000,1166100,4685900,2357000,6134400,6918200,2983700,4129000,9583200,5382800,0,2849400,2874100,891460,0,2663400,4982400,9973800,8685800,4719400,5008400,5333900,0,2977000,3491300,6842900,3273200,20286000,6557600,4763800,8543100,6922900,3340100,965440,4041400,3197100,0,779120,6920000,0
P05090,"Apolipoprotein D, Apo-D, ApoD",APOD,27266000,37088000,42900000,77863000,41999000,57584000,18266000,291470016,24923000,7317400,35592000,27313000,30211000,73056000,36522000,17350000,29820000,90164000,9480000,63208000,132150000,69011000,194010000,23842000,64685000,106530000,74501000,69329000,72790000,163490000,148390000,111780000,90453000,89874000,144730000,15181000,40583000,64823000,145580000,18906000,41357000,44133000,52951000,70167000,115020000,75426000,28286000,281110016,35906000,10995000,193100000,84249000,147620000,63269000,229660000,70238000,21572000,98796000,298000000,149950000,80215000,16807000,52463000,43323000,47857000,99606000,79358000,8899500,19281000,103080000,42285000,56835000,155550000,82851000
P05109,"Protein S100-A8 (Calgranulin-A) (Calprotectin L1L subunit) (Cystic fibrosis antigen, CFAG) (Leukocyte L1 complex light chain) (Migration inhibitory factor-related protein 8, MRP-8, p8) (S100 calcium-binding protein A8) (Urinary stone protein band A)",S100A8,1979600,8216000,3713600,1267900,98383,3463800,31828000,17415000,338370,0,693470,2122200,702160,30187000,36050000,17116000,1944100,3728300,2410800,20436000,189560000,27092,4450600,2332500,2372500,158590000,2196000,1702800,4425000,856990016,51474000,1070400,12663000,329470016,244630000,2618700,16313000,172380000,14447000,204080000,155390000,27627000,175550000,970449984,25879000,52812000,3140300,47400000,26293000,4658500,7758800,11432000,12593000,41126000,236490000,51901000,22076000,54784000,71523000,6070600,36082000,807550,106350000,3868600,6556900,1231500,20615000,2075700,10569000,9139200,1738000,3401300,29183000,3830800
