Uniprot_Id,Protein_Name,Gene_Name,M1,M2,M3,M4,M5,M6,M7,M8,M9
P02675,Fibrinogen beta chain [Cleaved into: Fibrinopeptide B; Fibrinogen beta chain ],FGB,31194,3451,191,53383,1933,2759,1594,21157,3875
P02679,Fibrinogen gamma chain,FGG,41991,4988,3679,78434,16896,3147,18742,324,41888
P02730,"Band 3 anion transport protein (Anion exchange protein 1, AE 1, Anion exchanger 1) (Solute carrier family 4 member 1) (CD antigen CD233)",SLC4A1,19181,5934,0,1497,21973,36695,0,1175,73287
P02741,C-reactive protein [Cleaved into: C-reactive protein(1-205) ],CRP,14219,13324,3542,12557,14562,15516,1267,2281,0
P02743,"Serum amyloid P-component, SAP (9.5S alpha-1-glycoprotein) [Cleaved into: Serum amyloid P-component(1-203) ]",APCS,96812,29615,17354,53856,4158,6822,57468,2895,2259
P02745,Complement C1q subcomponent subunit A,C1QA,13843,0,0,15899,18945,75982,3228,11659,911
P02746,Complement C1q subcomponent subunit B,C1QB,53125,0,0,23162,295,12125,16997,15338,12575
P02747,Complement C1q subcomponent subunit C,C1QC,0,0,5177,29522,2587,94896,29326,16586,22322
P02748,Complement component C9 [Cleaved into: Complement component C9a; Complement component C9b ],C9,33114,19629,27372,18388,4186,93337,4787,1847,3746
P02749,"Beta-2-glycoprotein 1 (APC inhibitor) (Activated protein C-binding protein) (Anticardiolipin cofactor) (Apolipoprotein H, Apo-H) (Beta-2-glycoprotein I, B2GPI, Beta(2)GPI)",APOH,1954,14814,3316,19286,1984,444,41893,18468,24987
P02750,"Leucine-rich alpha-2-glycoprotein, LRG",LRG1,5389,82917,1194,28181,1827,25488,17788,2358,56282
P02751,"Fibronectin, FN (Cold-insoluble globulin, CIG) [Cleaved into: Anastellin; Ugl-Y1; Ugl-Y2; Ugl-Y3 ]",FN1,51223,35983,5622,9957,45572,8685,54469,52657,59578
P02753,"Retinol-binding protein 4 (Plasma retinol-binding protein, PRBP, RBP) [Cleaved into: Plasma retinol-binding protein(1-182); Plasma retinol-binding protein(1-181); Plasma retinol-binding protein(1-179); Plasma retinol-binding protein(1-176) ]",RBP4,88643,453,1771,14428,1315,36676,23161,17645,7762
P02760,"Protein AMBP (Protein HC) [Cleaved into: Alpha-1-microglobulin, EC 1.6.2.- (Alpha-1 microglycoprotein) (Complex-forming glycoprotein heterogeneous in charge); Inter-alpha-trypsin inhibitor light chain, ITI-LC (Bikunin) (EDC1) (HI-30) (Uronic-acid-rich protein); Trypstatin ]",AMBP,9733,5481,13971,1197,66445,23445,827,55635,37985
P02763,"Alpha-1-acid glycoprotein 1, AGP 1 (Orosomucoid-1, OMD 1)",ORM1,15277,14128,24255,47242,23779,7749,14925,6992,14916
P02765,Alpha-2-HS-glycoprotein (Alpha-2-Z-globulin) (Ba-alpha-2-glycoprotein) (Fetuin-A) [Cleaved into: Alpha-2-HS-glycoprotein chain A; Alpha-2-HS-glycoprotein chain B ],AHSG,24575,18775,5923,35421,2983,4982,1642,7231,24727
P02766,Transthyretin (ATTR) (Prealbumin) (TBPA),TTR,55597,33599,61284,18449,18137,25839,23541,2511,26252
P02774,"Vitamin D-binding protein, DBP, VDB (Gc protein-derived macrophage activating factor, Gc-MAF, GcMAF) (Gc-globulin) (Group-specific component, Gc) (Vitamin D-binding protein-macrophage activating factor, DBP-maf)",GC,1221,24527,3328,43835,27744,61251,45788,5132,14916
P02787,"Serotransferrin, Transferrin (Beta-1 metal-binding globulin) (Siderophilin)",TF,16335,185,2384,18193,18172,2258,17975,31923,15425
P02788,"Lactotransferrin, Lactoferrin, EC 3.4.21.- (Growth-inhibiting protein 12) (Talalactoferrin) [Cleaved into: Lactoferricin-H, Lfcin-H; Kaliocin-1; Lactoferroxin-A; Lactoferroxin-B; Lactoferroxin-C ]",LTF,28771,6599,74482,8123,178,16713,26677,228,28791
P02790,Hemopexin (Beta-1B-glycoprotein),HPX,84729,76739,374,1254,63669,1826,12883,1889,66877
P02810,"Salivary acidic proline-rich phosphoprotein 1/2 (Db-s) (PRP-1/PRP-2) (Parotid acidic protein, Pa) (Parotid double-band protein) (Parotid isoelectric focusing variant protein, PIF-S) (Parotid proline-rich protein 1/2) (Pr1/Pr2) (Protein C) [Cleaved into: Salivary acidic proline-rich phosphoprotein 1/2; Salivary acidic proline-rich phosphoprotein 3/4 (Db-F) (PIF-F) (PRP-3/PRP-4) (Protein A); Peptide P-C ]",PRH1; PRH2,0,1231,1363,54594,2814,57444,2483,17749,76289
P03952,"Plasma kallikrein, EC 3.4.21.34 (Fletcher factor) (Kininogenin) (Plasma prekallikrein, PKK) [Cleaved into: Plasma kallikrein heavy chain; Plasma kallikrein light chain ]",KLKB1,4481,31687,71937,2465,7183,44169,1265,8987,15943
P03973,"Antileukoproteinase, ALP (BLPI) (HUSI-1) (Mucus proteinase inhibitor, MPI) (Protease inhibitor WAP4) (Secretory leukocyte protease inhibitor) (Seminal proteinase inhibitor) (WAP four-disulfide core domain protein 4)",SLPI,1,21185,1372,1489,3514,295,3515,4168,16156
P04003,"C4b-binding protein alpha chain, C4bp (Proline-rich protein, PRP)",C4BPA,35971,19953,2378,33937,38653,14667,87648,3225,79552
P04004,"Vitronectin, VN (S-protein) (Serum-spreading factor) (V75) [Cleaved into: Vitronectin V65 subunit; Vitronectin V10 subunit; Somatomedin-B ]",VTN,1754,86187,1328,173,8794,32354,11369,14494,67974
P04040,"Catalase, EC 1.11.1.6",CAT,17379,29299,24647,6134,59725,64917,29926,25819,2168
P04066,"Tissue alpha-L-fucosidase, EC 3.2.1.51 (Alpha-L-fucosidase I) (Alpha-L-fucoside fucohydrolase 1, Alpha-L-fucosidase 1)",FUCA1,0,57383,55249,68591,8469,2563,1126,0,81953
P04075,"Fructose-bisphosphate aldolase A, EC 4.1.2.13 (Lung cancer antigen NY-LU-1) (Muscle-type aldolase)",ALDOA,69756,32778,3276,2364,2117,36648,72923,63292,36764
P04080,Cystatin-B (CPI-B) (Liver thiol proteinase inhibitor) (Stefin-B),CSTB,27692,12743,989,14946,14747,117,358,2476,55631
P04083,Annexin A1 (Annexin I) (Annexin-1) (Calpactin II) (Calpactin-2) (Chromobindin-9) (Lipocortin I) (Phospholipase A2 inhibitory protein) (p35) [Cleaved into: Annexin Ac2-26 ],ANXA1,92616,2735,19516,24138,2855,63122,34462,58851,61182
P04114,"Apolipoprotein B-100, Apo B-100 [Cleaved into: Apolipoprotein B-48, Apo B-48 ]",APOB,19317,22354,68288,34567,24568,33,31655,5642,31116
P04179,"Superoxide dismutase [Mn], mitochondrial, EC 1.15.1.1",SOD2,121,63822,29516,4438,5593,7162,34697,7426,39312
P04196,"Histidine-rich glycoprotein (Histidine-proline-rich glycoprotein, HPRG)",HRG,5286,37733,48893,1475,47927,13511,9359,1357,67391
P04217,Alpha-1B-glycoprotein (Alpha-1-B glycoprotein),A1BG,21319,52814,6838,32286,13151,26831,225,21644,6862
P04406,"Glyceraldehyde-3-phosphate dehydrogenase, GAPDH, EC 1.2.1.12 (Peptidyl-cysteine S-nitrosylase GAPDH, EC 2.6.99.-)",GAPDH,32728,5542,39996,4283,35683,68433,1295,1434,6599
P04430,Immunoglobulin kappa variable 1-16 (Ig kappa chain V-I region BAN),IGKV1-16,12647,0,24469,247,31866,13329,89895,14977,16542
P04432,Immunoglobulin kappa variable 1D-39 (Ig kappa chain V-I region Daudi),IGKV1D-39,37577,36235,75968,18686,12636,75458,2244,41438,19664
P04632,"Calpain small subunit 1, CSS1 (Calcium-activated neutral proteinase small subunit, CANP small subunit) (Calcium-dependent protease small subunit, CDPS) (Calcium-dependent protease small subunit 1) (Calpain regulatory subunit)",CAPNS1,96245,18265,11768,11485,77939,23756,1332,26374,21261
P04792,"Heat shock protein beta-1, HspB1 (28 kDa heat shock protein) (Estrogen-regulated 24 kDa protein) (Heat shock 27 kDa protein, HSP 27) (Stress-responsive protein 27, SRP27)",HSPB1,0,23252,77142,58582,1358,77358,25273,9116,12418
P04839,"Cytochrome b-245 heavy chain, EC 1.-.-.- (CGD91-phox) (Cytochrome b(558) subunit beta, Cytochrome b558 subunit beta) (Heme-binding membrane glycoprotein gp91phox) (NADPH oxidase 2) (Neutrophil cytochrome b 91 kDa polypeptide) (Superoxide-generating NADPH oxidase heavy chain subunit) (gp91-1) (gp91-phox) (p22 phagocyte B-cytochrome)",CYBB,11363,14656,24485,0,14566,11695,2724,31846,11864
P04899,Guanine nucleotide-binding protein G(i) subunit alpha-2 (Adenylate cyclase-inhibiting G alpha protein),GNAI2,13577,4578,15452,44739,8829,36134,75932,24225,24896
P05089,"Arginase-1, EC 3.5.3.1 (Liver-type arginase) (Type I arginase)",ARG1,44973,1359,48663,26479,19692,0,1897,49719,2565
P05090,"Apolipoprotein D, Apo-D, ApoD",APOD,74159,5457,63123,92695,44687,1836,6445,95552,7949
P05107,"Integrin beta-2 (Cell surface adhesion glycoproteins LFA-1/CR3/p150,95 subunit beta) (Complement receptor C3 subunit beta) (CD antigen CD18)",ITGB2,2958,5249,43536,0,15352,32517,62879,38251,3994
P05109,"Protein S100-A8 (Calgranulin-A) (Calprotectin L1L subunit) (Cystic fibrosis antigen, CFAG) (Leukocyte L1 complex light chain) (Migration inhibitory factor-related protein 8, MRP-8, p8) (S100 calcium-binding protein A8) (Urinary stone protein band A)",S100A8,14647,1914,11689,44756,37127,2312,15242,537,3835
P05114,Non-histone chromosomal protein HMG-14 (High mobility group nucleosome-binding domain-containing protein 1),HMGN1,51855,28925,2772,1761,194,4175,14641,29733,2396
P05155,"Plasma protease C1 inhibitor, C1 Inh, C1Inh (C1 esterase inhibitor) (C1-inhibiting factor) (Serpin G1)",SERPING1,4317,16338,1862,2747,13882,36933,12818,21561,2223
P05156,"Complement factor I, EC 3.4.21.45 (C3B/C4B inactivator) [Cleaved into: Complement factor I heavy chain; Complement factor I light chain ]",CFI,175,2272,51413,11372,84646,8149,6889,512,4651
P05164,"Myeloperoxidase, MPO, EC 1.11.2.2 [Cleaved into: Myeloperoxidase; 89 kDa myeloperoxidase; 84 kDa myeloperoxidase; Myeloperoxidase light chain; Myeloperoxidase heavy chain ]",MPO,1156,164,12242,84391,13178,97763,43596,384,148
P05186,"Alkaline phosphatase, tissue-nonspecific isozyme, AP-TNAP, TNS-ALP, TNSALP, EC 3.1.3.1 (Alkaline phosphatase liver/bone/kidney isozyme) (Phosphoamidase) (Phosphocreatine phosphatase, EC 3.9.1.1)",ALPL,0,0,31715,28584,19257,42858,12358,4631,4837
P05204,Non-histone chromosomal protein HMG-17 (High mobility group nucleosome-binding domain-containing protein 2),HMGN2,4895,5421,49914,32293,68163,13115,55785,13382,5796
P05362,"Intercellular adhesion molecule 1, ICAM-1 (Major group rhinovirus receptor) (CD antigen CD54)",ICAM1,3529,35457,0,26213,43571,11711,13778,92371,16549
P05387,60S acidic ribosomal protein P2 (Large ribosomal subunit protein P2) (Renal carcinoma antigen NY-REN-44),RPLP2,0,3737,3611,29142,5233,8462,36638,6142,79261
P05455,"Lupus La protein (La autoantigen) (La ribonucleoprotein) (Sjoegren syndrome type B antigen, SS-B)",SSB,0,4479,76916,47222,1269,34745,8836,22738,121
P05543,Thyroxine-binding globulin (Serpin A7) (T4-binding globulin),SERPINA7,15435,14243,2158,21278,13547,12185,17294,33662,14392
P05546,"Heparin cofactor 2 (Heparin cofactor II, HC-II) (Protease inhibitor leuserpin-2, HLS2) (Serpin D1)",SERPIND1,32146,3162,1817,35977,11315,1861,4126,1596,98456
P05783,"Keratin, type I cytoskeletal 18 (Cell proliferation-inducing gene 46 protein) (Cytokeratin-18, CK-18) (Keratin-18, K18)",KRT18,7164,31347,3565,38474,65685,11937,23716,18278,33115
P05976,"Myosin light chain 1/3, skeletal muscle isoform, MLC1/MLC3, MLC1F/MLC3F (Myosin light chain alkali 1/2, Myosin light chain A1/A2)",MYL1,14551,0,17488,0,28665,38675,49337,61414,26294
P06310,Immunoglobulin kappa variable 2-30 (Ig kappa chain V-II region RPMI 6410),IGKV2-30,72915,6481,23698,41587,71668,13142,0,3773,35397
P06312,Immunoglobulin kappa variable 4-1 (Ig kappa chain V-IV region B17) (Ig kappa chain V-IV region JI) (Ig kappa chain V-IV region Len) (Ig kappa chain V-IV region STH),IGKV4-1,1875,2156,3921,31957,2243,26923,23857,16234,1785
P06396,"Gelsolin (AGEL) (Actin-depolymerizing factor, ADF) (Brevin)",GSN,3838,49242,83568,1926,12585,2714,4597,3511,2253
P06454,"Prothymosin alpha [Cleaved into: Prothymosin alpha, N-terminally processed; Thymosin alpha-1 ]",PTMA,57435,75867,4787,1583,12923,34886,68326,57459,36288
P06576,"ATP synthase subunit beta, mitochondrial, EC 7.1.2.2 (ATP synthase F1 subunit beta)",ATP5F1B,0,9831,19197,289,275,32844,0,12876,12842
P06681,"Complement C2, EC 3.4.21.43 (C3/C5 convertase) [Cleaved into: Complement C2b fragment; Complement C2a fragment ]",C2,0,36655,38217,7427,44576,12943,26642,5796,6486
P06702,"Protein S100-A9 (Calgranulin-B) (Calprotectin L1H subunit) (Leukocyte L1 complex heavy chain) (Migration inhibitory factor-related protein 14, MRP-14, p14) (S100 calcium-binding protein A9)",S100A9,1785,18326,1517,77115,49153,26553,18537,8956,64513
P06703,"Protein S100-A6 (Calcyclin) (Growth factor-inducible protein 2A9) (MLN 4) (Prolactin receptor-associated protein, PRA) (S100 calcium-binding protein A6)",S100A6,27648,95373,79351,4281,27726,12423,19136,1279,84858
P06727,"Apolipoprotein A-IV, Apo-AIV, ApoA-IV (Apolipoprotein A4)",APOA4,2935,13732,27155,45657,1692,22374,44397,7469,11644
P06733,"Alpha-enolase, EC 4.2.1.11 (2-phospho-D-glycerate hydro-lyase) (C-myc promoter-binding protein) (Enolase 1) (MBP-1) (MPB-1) (Non-neural enolase, NNE) (Phosphopyruvate hydratase) (Plasminogen-binding protein)",ENO1,45869,16562,28572,2233,2237,59175,11181,66518,45895
P06737,"Glycogen phosphorylase, liver form, EC 2.4.1.1",PYGL,1156,474,22541,14732,95651,25695,16363,1216,36784
P06744,"Glucose-6-phosphate isomerase, GPI, EC 5.3.1.9 (Autocrine motility factor, AMF) (Neuroleukin, NLK) (Phosphoglucose isomerase, PGI) (Phosphohexose isomerase, PHI) (Sperm antigen 36, SA-36)",GPI,47136,5699,72948,86774,1149,18273,33781,34658,16255
P06748,"Nucleophosmin, NPM (Nucleolar phosphoprotein B23) (Nucleolar protein NO38) (Numatrin)",NPM1,2587,437,6555,299,466,1657,95186,83425,7816
P06753,"Tropomyosin alpha-3 chain (Gamma-tropomyosin) (Tropomyosin-3) (Tropomyosin-5, hTM5)",TPM3,0,24232,62434,2747,32212,95734,12586,13824,14235
P07108,"Acyl-CoA-binding protein, ACBP (Diazepam-binding inhibitor, DBI) (Endozepine, EP)",DBI,72552,45716,39386,5337,1733,32881,253,2764,12541
P07195,"L-lactate dehydrogenase B chain, LDH-B, EC 1.1.1.27 (LDH heart subunit, LDH-H) (Renal carcinoma antigen NY-REN-46)",LDHB,9434,19321,1713,12375,2856,24984,2953,3178,2761
P07225,Vitamin K-dependent protein S,PROS1,55177,3248,87991,2857,1715,5938,55139,37275,1891
P07237,"Protein disulfide-isomerase, PDI, EC 5.3.4.1 (Cellular thyroid hormone-binding protein) (Prolyl 4-hydroxylase subunit beta) (p55)",P4HB,2585,34625,8125,4741,43669,73918,31636,654,44687
P07305,"Histone H1.0 (Histone H1') (Histone H1(0)) [Cleaved into: Histone H1.0, N-terminally processed ]",H1-0,67848,53292,4813,14788,17647,25656,14322,14146,0
P07339,"Cathepsin D, EC 3.4.23.5 [Cleaved into: Cathepsin D light chain; Cathepsin D heavy chain ]",CTSD,35666,57528,57356,76616,7751,12934,83268,19653,6459
P07355,"Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV, PAP-IV) (Protein I) (p36)",ANXA2,2728,83341,59231,12293,15924,35727,39286,1418,47193
P07357,Complement component C8 alpha chain (Complement component 8 subunit alpha),C8A,13956,17162,5483,24996,54894,4537,76393,79739,6252
P07358,Complement component C8 beta chain (Complement component 8 subunit beta),C8B,4955,53385,0,261,8866,49582,17858,91826,0
P07360,Complement component C8 gamma chain,C8G,37274,0,16171,59232,99899,4576,2163,14876,1742
P07384,"Calpain-1 catalytic subunit, EC 3.4.22.52 (Calcium-activated neutral proteinase 1, CANP 1) (Calpain mu-type) (Calpain-1 large subunit) (Cell proliferation-inducing gene 30 protein) (Micromolar-calpain, muCANP)",CAPN1,15667,64374,39948,1759,23569,37428,79276,59274,4745
P07437,Tubulin beta chain (Tubulin beta-5 chain),TUBB,0,38868,0,24351,1841,75667,2456,6229,86492
P07602,"Prosaposin (Proactivator polypeptide) [Cleaved into: Saposin-A (Protein A); Saposin-B-Val; Saposin-B (Cerebroside sulfate activator, CSAct) (Dispersin) (Sphingolipid activator protein 1, SAP-1) (Sulfatide/GM1 activator); Saposin-C (A1 activator) (Co-beta-glucosidase) (Glucosylceramidase activator) (Sphingolipid activator protein 2, SAP-2); Saposin-D (Component C) (Protein C) ]",PSAP,96842,1565,23658,88835,21551,8423,2538,1785,21151
P07686,"Beta-hexosaminidase subunit beta, EC 3.2.1.52 (Beta-N-acetylhexosaminidase subunit beta, Hexosaminidase subunit B) (Cervical cancer proto-oncogene 7 protein, HCC-7) (N-acetyl-beta-glucosaminidase subunit beta) [Cleaved into: Beta-hexosaminidase subunit beta chain B; Beta-hexosaminidase subunit beta chain A ]",HEXB,17594,12735,1848,76956,11268,1319,6981,79556,695
P07737,Profilin-1 (Epididymis tissue protein Li 184a) (Profilin I),PFN1,53289,78246,1421,15818,187,7499,15551,13549,56818
P07858,"Cathepsin B, EC 3.4.22.1 (APP secretase, APPS) (Cathepsin B1) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain ]",CTSB,742,2615,8584,12146,39989,3382,38774,53257,13232
P07900,"Heat shock protein HSP 90-alpha, EC 3.6.4.10 (Heat shock 86 kDa, HSP 86, HSP86) (Lipopolysaccharide-associated protein 2, LAP-2, LPS-associated protein 2) (Renal carcinoma antigen NY-REN-38)",HSP90AA1,66559,73749,63241,92298,2623,2415,16832,27182,1538
P07910,"Heterogeneous nuclear ribonucleoproteins C1/C2, hnRNP C1/C2",HNRNPC,0,17378,15231,1557,3172,12689,4877,79177,4445
P07988,"Pulmonary surfactant-associated protein B, SP-B (18 kDa pulmonary-surfactant protein) (6 kDa protein) (Pulmonary surfactant-associated proteolipid SPL(Phe))",SFTPB,36878,28566,26748,25475,3622,68139,94491,16569,18111
P07998,"Ribonuclease pancreatic, EC 4.6.1.18 (HP-RNase) (RIB-1) (RNase UpI-1) (Ribonuclease 1, RNase 1) (Ribonuclease A, RNase A)",RNASE1,1538,3134,39868,5781,35164,42347,54769,32912,8153
P08118,"Beta-microseminoprotein (Immunoglobulin-binding factor, IGBF) (PN44) (Prostate secreted seminal plasma protein) (Prostate secretory protein of 94 amino acids, PSP-94, PSP94) (Seminal plasma beta-inhibin)",MSMB,12251,3279,15211,0,11452,73,48834,3646,5595
P08133,"Annexin A6 (67 kDa calelectrin) (Annexin VI) (Annexin-6) (Calphobindin-II, CPB-II) (Chromobindin-20) (Lipocortin VI) (Protein III) (p68) (p70)",ANXA6,1738,2747,29611,22522,1149,22982,35362,51568,977
P08174,Complement decay-accelerating factor (CD antigen CD55),CD55,18983,4741,8633,61187,17316,8552,43643,3875,63281
P08185,"Corticosteroid-binding globulin, CBG (Serpin A6) (Transcortin)",SERPINA6,1461,1439,22112,48534,32523,62868,3488,5953,219
P08236,"Beta-glucuronidase, EC 3.2.1.31 (Beta-G1)",GUSB,14263,15128,19145,8777,65196,26219,12251,0,13416
P08238,"Heat shock protein HSP 90-beta, HSP 90 (Heat shock 84 kDa, HSP 84, HSP84)",HSP90AB1,0,8713,17518,35698,89693,1529,33964,93188,64952
P08246,"Neutrophil elastase, EC 3.4.21.37 (Bone marrow serine protease) (Elastase-2) (Human leukocyte elastase, HLE) (Medullasin) (PMN elastase)",ELANE,23227,29372,99178,37571,4972,2959,76932,14696,3395
P08311,"Cathepsin G, CG, EC 3.4.21.20 [Cleaved into: Cathepsin G, C-terminal truncated form ]",CTSG,18897,18641,1719,42374,66766,9369,17742,19989,35242
P08571,"Monocyte differentiation antigen CD14 (Myeloid cell-specific leucine-rich glycoprotein) (CD antigen CD14) [Cleaved into: Monocyte differentiation antigen CD14, urinary form; Monocyte differentiation antigen CD14, membrane-bound form ]",CD14,0,56318,1459,14111,92142,1853,8584,12685,133
P08575,"Receptor-type tyrosine-protein phosphatase C, EC 3.1.3.48 (Leukocyte common antigen, L-CA) (T200) (CD antigen CD45)",PTPRC,61959,83157,11537,0,0,1354,3189,14838,1337
P08603,Complement factor H (H factor 1),CFH,79129,81868,12464,13313,1159,2914,2248,13374,558
P08637,"Low affinity immunoglobulin gamma Fc region receptor III-A, IgG Fc receptor III-A (CD16-II) (CD16a antigen) (Fc-gamma RIII-alpha, Fc-gamma RIII, Fc-gamma RIIIa, FcRIII, FcRIIIa, FcgammaRIIIA) (FcR-10) (IgG Fc receptor III-2) (CD antigen CD16a)",FCGR3A,0,0,79786,25373,25766,46796,4669,1618,5454
P08670,Vimentin,VIM,2979,24179,18293,3525,17538,12497,5667,6688,247
P08697,"Alpha-2-antiplasmin, Alpha-2-AP (Alpha-2-plasmin inhibitor, Alpha-2-PI) (Serpin F2)",SERPINF2,55927,0,0,5314,1229,1331,97183,36757,28159
P08758,"Annexin A5 (Anchorin CII) (Annexin V) (Annexin-5) (Calphobindin I, CPB-I) (Endonexin II) (Lipocortin V) (Placental anticoagulant protein 4, PP4) (Placental anticoagulant protein I, PAP-I) (Thromboplastin inhibitor) (Vascular anticoagulant-alpha, VAC-alpha)",ANXA5,15189,53875,48157,93174,82736,44678,5472,1895,2763
P09210,"Glutathione S-transferase A2, EC 2.5.1.18 (GST HA subunit 2) (GST class-alpha member 2) (GST-gamma) (GSTA2-2) (GTH2)",GSTA2,63611,34441,19887,83874,15212,6148,1899,22368,31868
P09211,"Glutathione S-transferase P, EC 2.5.1.18 (GST class-pi) (GSTP1-1)",GSTP1,28573,12978,11226,364,5414,17137,6578,94557,11254
P09382,"Galectin-1, Gal-1 (14 kDa laminin-binding protein, HLBP14) (14 kDa lectin) (Beta-galactoside-binding lectin L-14-I) (Galaptin) (HBL) (HPL) (Lactose-binding lectin 1) (Lectin galactoside-binding soluble 1) (Putative MAPK-activating protein PM12) (S-Lac lectin 1)",LGALS1,37676,35942,15615,56,7995,21371,5482,8156,64975
P09429,"High mobility group protein B1 (High mobility group protein 1, HMG-1)",HMGB1,18334,79178,96643,22123,3531,1244,25461,1448,87141
P09467,"Fructose-1,6-bisphosphatase 1, FBPase 1, EC 3.1.3.11 (D-fructose-1,6-bisphosphate 1-phosphohydrolase 1) (Liver FBPase)",FBP1,1425,11284,66297,57135,5582,27148,19133,57932,2866
P09525,"Annexin A4 (35-beta calcimedin) (Annexin IV) (Annexin-4) (Carbohydrate-binding protein p33/p41) (Chromobindin-4) (Endonexin I) (Lipocortin IV) (P32.5) (PP4-X) (Placental anticoagulant protein II, PAP-II) (Protein II)",ANXA4,1147,18168,125,1748,19939,59421,2959,25697,36828
P09622,"Dihydrolipoyl dehydrogenase, mitochondrial, EC 1.8.1.4 (Dihydrolipoamide dehydrogenase) (Glycine cleavage system L protein)",DLD,1235,1627,2152,5511,181,17673,0,0,37664
P09651,"Heterogeneous nuclear ribonucleoprotein A1, hnRNP A1 (Helix-destabilizing protein) (Single-strand RNA-binding protein) (hnRNP core protein A1) [Cleaved into: Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed ]",HNRNPA1,0,27299,18827,1674,17555,65678,72673,7134,49164
P09668,"Pro-cathepsin H [Cleaved into: Cathepsin H mini chain; Cathepsin H, EC 3.4.22.16; Cathepsin H heavy chain; Cathepsin H light chain ]",CTSH,0,58542,4229,33657,41979,32986,11484,15169,5761
P09758,Tumor-associated calcium signal transducer 2 (Cell surface glycoprotein Trop-2) (Membrane component chromosome 1 surface marker 1) (Pancreatic carcinoma marker protein GA733-1),TACSTD2,75936,1654,15758,0,1281,14246,0,93176,16214
P09871,"Complement C1s subcomponent, EC 3.4.21.42 (C1 esterase) (Complement component 1 subcomponent s) [Cleaved into: Complement C1s subcomponent heavy chain; Complement C1s subcomponent light chain ]",C1S,0,0,35248,2718,9585,8897,1396,99655,77392
P09960,"Leukotriene A-4 hydrolase, LTA-4 hydrolase, EC 3.3.2.6 (Leukotriene A(4) hydrolase) (Tripeptide aminopeptidase LTA4H, EC 3.4.11.4)",LTA4H,13325,8169,36316,1725,256,96851,11621,1169,3864
P09972,"Fructose-bisphosphate aldolase C, EC 4.1.2.13 (Brain-type aldolase)",ALDOC,0,19143,12917,38778,5429,7199,4919,11558,0
P0C0L4,Complement C4-A (Acidic complement C4) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 2) [Cleaved into: Complement C4 beta chain; Complement C4-A alpha chain; C4a anaphylatoxin; C4b-A; C4d-A; Complement C4 gamma chain ],C4A,783,8816,114,3424,9753,36212,15268,17868,13551
P0C0L5,Complement C4-B (Basic complement C4) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 3) [Cleaved into: Complement C4 beta chain; Complement C4-B alpha chain; C4a anaphylatoxin; C4b-B; C4d-B; Complement C4 gamma chain ],C4B; C4B_2,2766,16768,2361,1556,63192,16296,68458,99377,8945
P0DJI8,"Serum amyloid A-1 protein, SAA [Cleaved into: Amyloid protein A (Amyloid fibril protein AA); Serum amyloid protein A(2-104); Serum amyloid protein A(3-104); Serum amyloid protein A(2-103); Serum amyloid protein A(2-102); Serum amyloid protein A(4-101) ]",SAA1,28326,7791,17791,36945,163,2821,43557,87253,16925
P0DMV8,"Heat shock 70 kDa protein 1A (Heat shock 70 kDa protein 1, HSP70-1, HSP70.1)",HSPA1A,3764,14244,1135,84136,14792,28688,36635,32259,2153
P0DOY2,Immunoglobulin lambda constant 2 (Ig lambda chain C region Kern) (Ig lambda chain C region NIG-64) (Ig lambda chain C region SH) (Ig lambda chain C region X) (Ig lambda-2 chain C region),IGLC2,13591,12417,1777,9276,1513,12518,73896,53377,3888
P0DP04,Immunoglobulin heavy variable 3-43D,IGHV3-43D,112,28811,1998,12427,25758,15339,38758,56576,26632
P0DP25,Calmodulin-3,CALM3,18118,71286,55375,4424,4291,11896,8525,1278,933
P0DUB6,"Alpha-amylase 1A, EC 3.2.1.1 (1,4-alpha-D-glucan glucanohydrolase 1) (Salivary alpha-amylase)",AMY1A,4513,7772,39374,956,7126,26128,934,8732,27799
P10153,"Non-secretory ribonuclease, EC 4.6.1.18 (Eosinophil-derived neurotoxin) (RNase UpI-2) (Ribonuclease 2, RNase 2) (Ribonuclease US)",RNASE2,5159,5334,11285,17533,35888,996,19585,14913,5372
P10253,"Lysosomal alpha-glucosidase, EC 3.2.1.20 (Acid maltase) (Aglucosidase alfa) [Cleaved into: 76 kDa lysosomal alpha-glucosidase; 70 kDa lysosomal alpha-glucosidase ]",GAA,0,4796,57451,2448,113,88418,5563,126,92331
P10321,"HLA class I histocompatibility antigen, C alpha chain, HLA-C (HLA-Cw) (Human leukocyte antigen C)",HLA-C,6163,1487,22123,9882,1613,16465,15826,0,1919
P10599,"Thioredoxin, Trx (ATL-derived factor, ADF) (Surface-associated sulphydryl protein, SASP) (allergen Hom s Trx)",TXN,453,28485,3894,2656,3422,75545,583,5597,51374
P10643,Complement component C7,C7,19931,18963,27827,8645,33188,7122,3872,61479,1933
