Uniprot_Id,Protein_Name,Gene_Name,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30
P02774,Vitamin D-binding protein (DBP) (VDB) (Gc protein-derived macrophage activating factor) (Gc-MAF) (GcMAF) (Gc-globulin) (Group-specific component) (Gc) (Vitamin D-binding protein-macrophage activating factor) (DBP-maf),GC,0.575138633,0.583141973,0.581790175,0.632158026,0.600239668,0.635041259,0.615846584,0.6089092,0.582306185,0.658776391,0.620676119,0.563492273,0.562769992,0.572827996,0.643339238,0.53848367,0.576362072,0.578856742,0.602795656,0.540778624,0.509861503,0.535733359,0.459014233,0.508564301,0.597207995,0.626862514,0.576909694,0.463102071,0.571112112,0.558790849
P02787,Serotransferrin (Transferrin) (Beta-1 metal-binding globulin) (Siderophilin),TF PRO1400,0.537941357,0.583458516,0.587367961,0.650678544,0.603214504,0.646127052,0.585847478,0.572307921,0.547065914,0.672847143,0.611276507,0.597105855,0.550922257,0.533091411,0.618772217,0.545332605,0.550850734,0.590095454,0.601568566,0.53617627,0.520279528,0.555894754,0.512031417,0.549285197,0.611798574,0.662782915,0.587951013,0.499564287,0.54183313,0.554308391
P02788,Lactotransferrin (Lactoferrin) (EC 3.4.21.-) (Growth-inhibiting protein 12) (Talalactoferrin) [Cleaved into: Lactoferricin-H (Lfcin-H); Kaliocin-1; Lactoferroxin-A; Lactoferroxin-B; Lactoferroxin-C],LTF GIG12 LF,0.559838219,0.536284052,0.537809264,0.61655252,0.628391792,0.616924571,0.643668807,0.602540845,0.594701542,0.534667818,0.549078594,0.574192905,0.582997849,0.590590887,0.604968473,0.544187327,0.578072231,0.612948332,0.510576068,0.55780936,0.577694205,0.545666157,0.548510477,0.497007885,0.561288921,0.615395708,0.610823556,0.551093928,0.594278711,0.592652272
P02790,Hemopexin (Beta-1B-glycoprotein),HPX,0.537572791,0.56406653,0.578837492,0.609100287,0.576928944,0.596882989,0.559852241,0.580454805,0.57053578,0.638362923,0.605308663,0.628198713,0.535237512,0.580491562,0.628290316,0.535674531,0.570415054,0.576436747,0.614089296,0.61454681,0.594851392,0.607375441,0.555029925,0.615620317,0.560198654,0.603933715,0.553106857,0.539739966,0.571927738,0.506662889
P03950,Angiogenin (EC 3.1.27.-) (Ribonuclease 5) (RNase 5),ANG RNASE5,0.599827955,0.696727643,0.688320887,0.59178263,0.680803686,0.685798255,0.625438861,0.578291363,0.577883218,0.544803071,0.57181813,0.57760559,0.567668312,0.589304057,0.545983861,0.584172168,0.558240986,0.631640356,0.566134968,0.5487662,0.563050773,0.574813295,0.524960541,0.504019198,0.541991526,0.624374896,0.587708151,0.554533865,0.650693977,0.565990014
P03973,Antileukoproteinase (ALP) (BLPI) (HUSI-1) (Mucus proteinase inhibitor) (MPI) (Protease inhibitor WAP4) (Secretory leukocyte protease inhibitor) (Seminal proteinase inhibitor) (WAP four-disulfide core domain protein 4),SLPI WAP4 WFDC4,0.527915215,0.572475941,0.593686532,0.651516905,0.615016272,0.680100904,0.627712657,0.639610673,0.553848056,0.614221389,0.481110562,0.543253547,0.545115298,0.564143198,0.596457669,0.636784857,0.556965274,0.673728068,0.492368524,0.567476146,0.580886929,0.574879507,0.499045041,0.493081264,0.62248958,0.663139119,0.620970093,0.561234325,0.609580121,0.547214851
P04004,Vitronectin (VN) (S-protein) (Serum-spreading factor) (V75) [Cleaved into: Vitronectin V65 subunit; Vitronectin V10 subunit; Somatomedin-B],VTN,0.559270268,0.627369314,0.43890619,0.592128213,0.582754323,0.582929064,0.621182421,0.600732362,0.393788216,0.660026464,0.593074356,0.62604108,0.585347067,0.560262212,0.654468342,0.572090531,0.573012114,0.598239683,0.552127193,0.59377299,0.537212521,0.585701363,0.5264636,0.462190611,0.562815461,0.595501238,0.551673081,0.543586767,0.554708404,0.561655829
P04062,Lysosomal acid glucosylceramidase (Lysosomal acid GCase) (EC 3.2.1.45) (Acid beta-glucosidase) (Alglucerase) (Beta-glucocerebrosidase) (Beta-GC) (Beta-glucosylceramidase 1) (Cholesterol glucosyltransferase) (SGTase) (EC 2.4.1.-) (Cholesteryl-beta-glucosidase) (EC 3.2.1.-) (D-glucosyl-N-acylsphingosine glucohydrolase) (Glucosylceramidase beta 1) (Imiglucerase) (Lysosomal cholesterol glycosyltransferase) (Lysosomal galactosylceramidase) (EC 3.2.1.46) (Lysosomal glycosylceramidase),GBA1 GBA GC GLUC,0.575598387,0.651775615,0.573659719,0.563650171,0.530086705,0.601678422,0.662083534,0.58123691,0.600489251,0.571997186,0.588891854,0.573065134,0.559152219,0.564222051,0.605472784,0.541632833,0.58016805,0.586200938,0.639975174,0.635998604,0.623569559,0.54750924,0.630526525,0.5360465,0.632663083,0.555982706,0.556401471,0.562293726,0.5287939,0.530041884
P04066,Tissue alpha-L-fucosidase (EC 3.2.1.51) (Alpha-L-fucosidase I) (Alpha-L-fucoside fucohydrolase 1) (Alpha-L-fucosidase 1),FUCA1 Nbla10230,0.595169553,0.604588166,0.607742141,0.620220721,0.609003084,0.621949301,0.577436034,0.590389636,0.585452568,0.529249796,0.557409305,0.589322103,0.58082109,0.578330402,0.617137605,0.547847314,0.536499575,0.59204188,0.547185271,0.551337662,0.547118395,0.568808736,0.52905539,0.541322223,0.562547334,0.587393144,0.588109617,0.540650306,0.565202474,0.409162517
P04075,Fructose-bisphosphate aldolase A (EC 4.1.2.13) (Lung cancer antigen NY-LU-1) (Muscle-type aldolase),ALDOA ALDA,0.587603937,0.553263344,0.593532036,0.612757743,0.593737478,0.610713949,0.614449483,0.552793633,0.555731712,0.552350474,0.593485239,0.600905361,0.574206595,0.59906817,0.562341851,0.578160929,0.594439098,0.577689144,0.570303124,0.548495458,0.54461273,0.58176437,0.559123737,0.578077292,0.560732338,0.593450888,0.543242926,0.529678145,0.569067405,0.631639858
P04083,Annexin A1 (Annexin I) (Annexin-1) (Calpactin II) (Calpactin-2) (Chromobindin-9) (Lipocortin I) (Phospholipase A2 inhibitory protein) (p35) [Cleaved into: Annexin Ac2-26],ANXA1 ANX1 LPC1,0.593825637,0.57826336,0.610624379,0.622162956,0.595901127,0.645567274,0.580062217,0.577503077,0.557325336,0.562976139,0.557408309,0.589473114,0.553703309,0.545667858,0.542902612,0.561434166,0.618933559,0.610686775,0.56254891,0.559783166,0.58035727,0.581397836,0.574202903,0.577216156,0.620362356,0.598697985,0.54221269,0.465131802,0.602637218,0.499100592
P04085,Platelet-derived growth factor subunit A (PDGF subunit A) (PDGF-1) (Platelet-derived growth factor A chain) (Platelet-derived growth factor alpha polypeptide),PDGFA PDGF1,0.609286894,0.626429311,0.529655079,0.562075922,0.598381965,0.603186376,0.565287978,0.535015393,0.650817192,0.62481623,0.556476773,0.551654373,0.501478146,0.488467293,0.553663736,0.553030853,0.574771476,0.593478177,0.577883218,0.628040235,0.610227477,0.614453382,0.605956186,0.553785494,0.568060775,0.572504318,0.573543557,0.614313407,0.594739461,0.587866049
P04217,Alpha-1B-glycoprotein (Alpha-1-B glycoprotein),A1BG,0.451288148,0.550552072,0.490679233,0.682270942,0.600324674,0.606463774,0.593821488,0.557272836,0.455087239,0.662410822,0.677680453,0.595356076,0.442650892,0.619316231,0.652209606,0.52134453,0.536238541,0.580413443,0.62821593,0.588123556,0.512101322,0.580409543,0.519764177,0.530046172,0.526553418,0.575356893,0.545827415,0.522857639,0.469371232,0.539740581
P04279,Semenogelin-1 (Cancer/testis antigen 103) (Semenogelin I) (SGI) [Cleaved into: Alpha-inhibin-92; Alpha-inhibin-31; Seminal basic protein],SEMG1 SEMG,0.563871212,0.64599388,0.605110357,0.614095519,0.59424685,0.611229295,0.66133661,0.539312655,0.596127519,0.601571885,0.564341503,0.57543186,0.517255904,0.51103242,0.568375989,0.541921662,0.618027948,0.646897458,0.51843628,0.53010778,0.528337133,0.498930621,0.502759832,0.424804987,0.576370286,0.586615312,0.58440192,0.579396151,0.597094986,0.601999362
P04406,Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12) (Peptidyl-cysteine S-nitrosylase GAPDH) (EC 2.6.99.-),GAPDH GAPD CDABP0047 OK/SW-cl.12,0.578368362,0.568544757,0.594937435,0.606291148,0.604782696,0.63419261,0.624095359,0.565324237,0.581410987,0.572553438,0.572825258,0.622119437,0.563675976,0.593014035,0.559072709,0.571703213,0.612820969,0.617926389,0.574308403,0.57384757,0.57425837,0.577398074,0.571315479,0.584743106,0.615066886,0.624512051,0.534373512,0.565259684,0.562935938,0.617717463
P04792,Heat shock protein beta-1 (HspB1) (28 kDa heat shock protein) (Estrogen-regulated 24 kDa protein) (Heat shock 27 kDa protein) (HSP 27) (Stress-responsive protein 27) (SRP27),HSPB1 HSP27 HSP28,0.585208917,0.585781598,0.575904475,0.541933278,0.577165086,0.631506604,0.607297032,0.556208144,0.580613284,0.547543259,0.589781401,0.605425323,0.56693989,0.586431028,0.57371722,0.579232527,0.576062124,0.625922345,0.553533422,0.552309485,0.583670595,0.578601351,0.576234625,0.584684112,0.575459739,0.578927435,0.533763079,0.563336367,0.61178173,0.566975154
P05060,Secretogranin-1 (Chromogranin-B) (CgB) (Secretogranin I) (SgI) [Cleaved into: PE-11; GAWK peptide; CCB peptide],CHGB SCG1,0.556152427,0.629949073,0.62423604,0.610031785,0.669602436,0.666414359,0.645669414,0.575605979,0.560225247,0.620272994,0.57745769,0.503537581,0.552108648,0.443766549,0.640249359,0.591519896,0.607560596,0.732168086,0.537026366,0.582905541,0.558863658,0.547869467,0.478098928,0.465251532,0.578308746,0.639377809,0.518242247,0.561893173,0.556784683,0.531751343
P05067,Amyloid-beta precursor protein (APP) (ABPP) (APPI) (Alzheimer disease amyloid A4 protein homolog) (Alzheimer disease amyloid protein) (Amyloid precursor protein) (Amyloid-beta (A4) precursor protein) (Amyloid-beta A4 protein) (Cerebral vascular amyloid peptide) (CVAP) (PreA4) (Protease nexin-II) (PN-II) [Cleaved into: N-APP; Soluble APP-alpha (S-APP-alpha); Soluble APP-beta (S-APP-beta); C99 (Beta-secretase C-terminal fragment) (Beta-CTF); Amyloid-beta protein 42 (Abeta42) (Beta-APP42); Amyloid-beta protein 40 (Abeta40) (Beta-APP40); C83 (Alpha-secretase C-terminal fragment) (Alpha-CTF); P3(42); P3(40); C80; Gamma-secretase C-terminal fragment 59 (Amyloid intracellular domain 59) (AICD-59) (AID(59)) (Gamma-CTF(59)); Gamma-secretase C-terminal fragment 57 (Amyloid intracellular domain 57) (AICD-57) (AID(57)) (Gamma-CTF(57)); Gamma-secretase C-terminal fragment 50 (Amyloid intracellular domain 50) (AICD-50) (AID(50)) (Gamma-CTF(50)); C31],APP A4 AD1,0.624944465,0.626567586,0.607590466,0.579206018,0.61052365,0.639705719,0.597318972,0.573435318,0.559040557,0.589516509,0.620799376,0.596732269,0.568899094,0.564392407,0.587645299,0.582197365,0.61655281,0.595599187,0.475997882,0.501756894,0.57501438,0.548442397,0.519364625,0.401375653,0.467444263,0.599570531,0.570664596,0.449055755,0.576560419,0.491483076
P05090,Apolipoprotein D (Apo-D) (ApoD),APOD,0.619474253,0.604280924,0.58773296,0.601006423,0.61496541,0.619318015,0.600927515,0.578350855,0.507371811,0.580090055,0.504767035,0.49920576,0.553121958,0.54213955,0.577883218,0.570607303,0.628647266,0.630501135,0.522356844,0.510153569,0.528850488,0.541901002,0.524338989,0.521454511,0.590044675,0.60667729,0.582165988,0.598207407,0.635266532,0.553183109
P05154,Plasma serine protease inhibitor (Acrosomal serine protease inhibitor) (Plasminogen activator inhibitor 3) (PAI-3) (PAI3) (Protein C inhibitor) (PCI) (Serpin A5),SERPINA5 PCI PLANH3 PROCI,0.542963805,0.579234519,0.596259778,0.5895475,0.592999265,0.608524868,0.579965097,0.579299321,0.622720162,0.522671312,0.567163503,0.554825231,0.569928915,0.581384104,0.576881152,0.572057259,0.588095221,0.590057702,0.557788284,0.574626605,0.589240582,0.595058244,0.533551912,0.542391622,0.559014545,0.562047628,0.578885285,0.589703489,0.567679015,0.557984931
P05155,Plasma protease C1 inhibitor (C1 Inh) (C1Inh) (C1 esterase inhibitor) (C1-inhibiting factor) (Serpin G1),SERPING1 C1IN C1NH,0.574463439,0.568843917,0.590435935,0.602508776,0.667286988,0.587789921,0.618455882,0.552627977,0.610950132,0.598493042,0.535273149,0.564905347,0.567516844,0.558431285,0.57129179,0.579373872,0.5440381,0.570962553,0.576392564,0.621242369,0.648672295,0.647829122,0.594246144,0.635674469,0.529750041,0.605655118,0.595712529,0.536799523,0.554192768,0.543838632
P05156,Complement factor I (EC 3.4.21.45) (C3B/C4B inactivator) [Cleaved into: Complement factor I heavy chain; Complement factor I light chain],CFI IF,0.584670478,0.574471288,0.557948672,0.626290165,0.622860138,0.616974687,0.517584063,0.578749375,0.551133838,0.687393828,0.524952161,0.628224352,0.548387427,0.654118113,0.590666393,0.58055039,0.578227305,0.594433041,0.562250165,0.569609551,0.577883218,0.564564701,0.56562918,0.550217317,0.574528116,0.654420633,0.585070435,0.556284313,0.580497901,0.511829958
P06280,Alpha-galactosidase A (EC 3.2.1.22) (Alpha-D-galactosidase A) (Alpha-D-galactoside galactohydrolase) (Galactosylgalactosylglucosylceramidase GLA) (Melibiase) (Agalsidase),GLA,0.585952025,0.581378047,0.599199102,0.628983971,0.615159318,0.611248876,0.647081907,0.580060765,0.542186595,0.532771218,0.597965955,0.606370056,0.613762133,0.592176504,0.610534644,0.573903245,0.586256536,0.615825177,0.553750977,0.5303489,0.551173997,0.557101682,0.508591184,0.49509552,0.521648419,0.571646791,0.549557515,0.575705671,0.52782942,0.490169238
P06733,Alpha-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (C-myc promoter-binding protein) (Enolase 1) (MBP-1) (MPB-1) (Non-neural enolase) (NNE) (Phosphopyruvate hydratase) (Plasminogen-binding protein),ENO1 ENO1L1 MBPB1 MPB1,0.58083059,0.577134552,0.594140644,0.637575093,0.607645768,0.637218392,0.612704889,0.567886116,0.566412098,0.571643057,0.586012346,0.631517722,0.570855061,0.586211896,0.594218224,0.566652388,0.597916337,0.601977126,0.568214109,0.544523119,0.576704751,0.578631885,0.570510888,0.57527056,0.599214037,0.609988846,0.553050186,0.558026086,0.570021015,0.554587347
P06744,Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Autocrine motility factor) (AMF) (Neuroleukin) (NLK) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI) (Sperm antigen 36) (SA-36),GPI,0.560314236,0.476424654,0.567824633,0.68181795,0.635344858,0.64955152,0.625480679,0.41822447,0.561056265,0.581020101,0.539652015,0.58180204,0.456199453,0.655768034,0.613413563,0.600607571,0.577883218,0.597914014,0.598120036,0.559173521,0.570070633,0.610815674,0.577873344,0.57707199,0.595632667,0.659152425,0.501079792,0.506897952,0.548656094,0.54738101
P06858,Lipoprotein lipase (LPL) (EC 3.1.1.34) (Phospholipase A1) (EC 3.1.1.32),LPL LIPD,0.579995134,0.646910982,0.582776393,0.547354993,0.56444605,0.615869402,0.592684631,0.581342783,0.58607134,0.546191294,0.575771303,0.595269245,0.561555431,0.582502582,0.609421725,0.548845356,0.558799893,0.613251184,0.566307469,0.586118386,0.549411482,0.568025345,0.512795931,0.468334358,0.560631442,0.587195543,0.543793951,0.604173342,0.546179429,0.581227451
P06865,Beta-hexosaminidase subunit alpha (EC 3.2.1.52) (Beta-N-acetylhexosaminidase subunit alpha) (Hexosaminidase subunit A) (N-acetyl-beta-glucosaminidase subunit alpha),HEXA,0.583867532,0.588868489,0.606923362,0.63165832,0.595730617,0.618663232,0.590361591,0.570016659,0.578424991,0.58820014,0.539260423,0.597566315,0.545380771,0.584196603,0.621574345,0.548435676,0.553306366,0.6027796,0.549969767,0.550622599,0.565226039,0.577341445,0.54113628,0.566872641,0.545523236,0.606104417,0.571766148,0.548760184,0.558756374,0.585185809
P07108,Acyl-CoA-binding protein (ACBP) (Diazepam-binding inhibitor) (DBI) (Endozepine) (EP),DBI,0.578364131,0.578036304,0.601327197,0.589666566,0.61793618,0.656324286,0.617455102,0.579184569,0.55891199,0.568841303,0.551771072,0.641589417,0.597641613,0.627630347,0.536426019,0.54710068,0.565975328,0.612465844,0.516006909,0.549096931,0.566658694,0.547064918,0.543479815,0.577883218,0.538719314,0.616046052,0.539610279,0.539523821,0.603877294,0.562518666
P07195,L-lactate dehydrogenase B chain (LDH-B) (EC 1.1.1.27) (LDH heart subunit) (LDH-H) (Renal carcinoma antigen NY-REN-46),LDHB,0.578513192,0.588334142,0.542739072,0.58996946,0.579657723,0.592090004,0.560806142,0.558563793,0.56011788,0.527354109,0.595488916,0.606062433,0.558169256,0.590590182,0.504994672,0.585027911,0.589314138,0.596633365,0.577890146,0.566947897,0.577470883,0.589092765,0.591223184,0.57787629,0.549945704,0.588725194,0.55559518,0.517654714,0.573983771,0.55018168
P07205,"Phosphoglycerate kinase 2 (EC 2.7.2.3) (Phosphoglycerate kinase, testis specific)",PGK2 PGKB,0.578821354,0.562059286,0.572388695,0.722013916,0.661508489,0.61880271,0.657730888,0.519013814,0.512620817,0.580600713,0.621961498,0.593353685,0.493713644,0.687137317,0.67172854,0.576945082,0.401264303,0.602103535,0.621561733,0.548971932,0.481307914,0.579330394,0.518440885,0.403085813,0.573855245,0.684305858,0.451607843,0.487420297,0.468199848,0.508407238
P07237,Protein disulfide-isomerase (PDI) (EC 5.3.4.1) (Cellular thyroid hormone-binding protein) (Prolyl 4-hydroxylase subunit beta) (p55),P4HB ERBA2L PDI PDIA1 PO4DB,0.5766626,0.577883218,0.580056866,0.637996846,0.613995039,0.633182578,0.593728682,0.555529756,0.603725785,0.557299324,0.586323744,0.467481809,0.585451116,0.62798456,0.652271877,0.517658573,0.590480035,0.619500307,0.515475217,0.540750662,0.502816917,0.547197012,0.526896056,0.487491031,0.602246373,0.588082111,0.567645328,0.519507878,0.493993553,0.537441704
P07288,Prostate-specific antigen (PSA) (EC 3.4.21.77) (Gamma-seminoprotein) (Seminin) (Kallikrein-3) (P-30 antigen) (Semenogelase),KLK3 APS,0.618785493,0.620539047,0.605673911,0.595147772,0.620857332,0.639785,0.576555482,0.554880242,0.522092906,0.534127331,0.579210954,0.592798139,0.555887702,0.545459305,0.560475951,0.580665971,0.590144657,0.586499315,0.534484116,0.525702902,0.583634751,0.538483089,0.508244191,0.504165397,0.56270909,0.614367173,0.589959793,0.52367703,0.603573197,0.558076699
P07339,Cathepsin D (EC 3.4.23.5) [Cleaved into: Cathepsin D light chain; Cathepsin D heavy chain],CTSD CPSD,0.577935865,0.603859496,0.59926602,0.606785959,0.595495637,0.62933557,0.634720195,0.56300576,0.559311713,0.559228159,0.613207416,0.588354553,0.589489294,0.60572747,0.65257419,0.563513805,0.567119486,0.61954897,0.549867378,0.565268272,0.540347454,0.554718237,0.547803836,0.523937441,0.577830572,0.588017599,0.573852673,0.575194598,0.5773748,0.583839487
P07355,Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36),ANXA2 ANX2 ANX2L4 CAL1H LPC2D,0.605079699,0.565945167,0.559480314,0.5744032,0.559572995,0.612349391,0.606135117,0.541555128,0.575865851,0.598151607,0.556236147,0.61315896,0.59090241,0.563733684,0.585534794,0.581212557,0.621103472,0.604146002,0.559575485,0.526805905,0.587205541,0.567313394,0.584280572,0.576385594,0.579380842,0.580197713,0.570107597,0.522503582,0.522434465,0.603321332
P07602,Prosaposin (Proactivator polypeptide) [Cleaved into: Saposin-A (Protein A); Saposin-B-Val; Saposin-B (Cerebroside sulfate activator) (CSAct) (Dispersin) (Sphingolipid activator protein 1) (SAP-1) (Sulfatide/GM1 activator); Saposin-C (A1 activator) (Co-beta-glucosidase) (Glucosylceramidase activator) (Sphingolipid activator protein 2) (SAP-2); Saposin-D (Component C) (Protein C)],PSAP GLBA SAP1,0.588615006,0.615982287,0.586380373,0.603596886,0.593816841,0.66211801,0.653110196,0.604532906,0.58742932,0.578077417,0.56533938,0.574614284,0.569205845,0.550650976,0.57768902,0.517412765,0.604114057,0.62245245,0.511475621,0.513419018,0.522167209,0.514244767,0.488985917,0.477244719,0.574606733,0.582603436,0.581012177,0.56365685,0.565486325,0.593925536
P07686,Beta-hexosaminidase subunit beta (EC 3.2.1.52) (Beta-N-acetylhexosaminidase subunit beta) (Hexosaminidase subunit B) (Cervical cancer proto-oncogene 7 protein) (HCC-7) (N-acetyl-beta-glucosaminidase subunit beta) [Cleaved into: Beta-hexosaminidase subunit beta chain B; Beta-hexosaminidase subunit beta chain A],HEXB HCC7,0.586847761,0.597399788,0.624372531,0.645433189,0.610775224,0.636873016,0.610458101,0.56011871,0.567562064,0.580081467,0.575103493,0.603702096,0.56592069,0.609723789,0.642867826,0.574289942,0.548447209,0.606425938,0.566048136,0.57833314,0.568102469,0.5617488,0.573185984,0.575924845,0.549406213,0.639658259,0.55044346,0.585545415,0.577433296,0.55140487
P07711,Procathepsin L (EC 3.4.22.15) (Cathepsin L1) (Major excreted protein) (MEP) [Cleaved into: Cathepsin L; Cathepsin L heavy chain; Cathepsin L light chain],CTSL CTSL1,0.554663433,0.597368548,0.604161808,0.601647722,0.593072365,0.61158832,0.576029515,0.570901858,0.580555368,0.589409432,0.544913259,0.509793797,0.499128014,0.539062408,0.600311772,0.546501614,0.56163857,0.600129646,0.46319077,0.606697219,0.577883218,0.567998287,0.506985322,0.466086283,0.557491075,0.614380947,0.551563224,0.62022516,0.578199844,0.583982408
P07737,Profilin-1 (Epididymis tissue protein Li 184a) (Profilin I),PFN1,0.588302671,0.451627134,0.601493143,0.611219504,0.59745177,0.620677281,0.606070191,0.59220513,0.546746384,0.597736534,0.577706983,0.572656242,0.584543555,0.614520342,0.556927272,0.559619004,0.577883218,0.585230407,0.573905237,0.59353353,0.585590013,0.531964387,0.592040926,0.576953836,0.613055617,0.550626624,0.547137935,0.422781106,0.562688595,0.566163511
P07741,Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7),APRT,0.621556962,0.500101704,0.613572042,0.581006742,0.574372376,0.611262484,0.604020339,0.559726869,0.539516852,0.622259662,0.494108056,0.59737892,0.5632787,0.520235884,0.494854981,0.594120979,0.593354888,0.592763622,0.555775854,0.573197393,0.561838784,0.499135399,0.577883218,0.61812901,0.571446411,0.592969976,0.551516593,0.552433742,0.598545688,0.688166059
P07858,Cathepsin B (EC 3.4.22.1) (APP secretase) (APPS) (Cathepsin B1) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain],CTSB CPSB,0.5505283,0.617882081,0.571194587,0.595411046,0.614858623,0.619808386,0.613494462,0.578052234,0.579920292,0.577714202,0.597551587,0.575446629,0.611108901,0.600343135,0.612633034,0.579984513,0.582948729,0.60537695,0.554506116,0.545282572,0.56620591,0.55621279,0.526120755,0.505239152,0.536812259,0.564136477,0.575503051,0.532422316,0.568183824,0.585651247
P07864,L-lactate dehydrogenase C chain (LDH-C) (EC 1.1.1.27) (Cancer/testis antigen 32) (CT32) (LDH testis subunit) (LDH-X),LDHC LDH3 LDHX,0.571202719,0.596254468,0.603026985,0.697345793,0.679210519,0.669298879,0.63789288,0.541091516,0.53932228,0.584803344,0.586285742,0.64455189,0.536744719,0.660850222,0.625156752,0.566249886,0.502766221,0.603515116,0.586975664,0.544095641,0.498987043,0.572562648,0.570574363,0.543401903,0.583203788,0.677127644,0.514353669,0.529466066,0.437309704,0.53206885
P07900,Heat shock protein HSP 90-alpha (EC 3.6.4.10) (Heat shock 86 kDa) (HSP 86) (HSP86) (Lipopolysaccharide-associated protein 2) (LAP-2) (LPS-associated protein 2) (Renal carcinoma antigen NY-REN-38),HSP90AA1 HSP90A HSPC1 HSPCA,0.578067585,0.563837607,0.590960698,0.656670864,0.643832762,0.638398021,0.60194933,0.531835779,0.544004703,0.539536516,0.575598304,0.577698852,0.562106954,0.643038294,0.57736837,0.550558586,0.589944277,0.608456,0.571624554,0.531950614,0.535257342,0.587759926,0.582364598,0.579514138,0.584563386,0.622656854,0.540399437,0.540056592,0.548681235,0.597943137
P07998,Ribonuclease pancreatic (EC 4.6.1.18) (HP-RNase) (RIB-1) (RNase UpI-1) (Ribonuclease 1) (RNase 1) (Ribonuclease A) (RNase A),RNASE1 RIB1 RNS1,0.552778491,0.53351528,0.627220584,0.602090757,0.690027769,0.620275317,0.649188803,0.543086895,0.695203966,0.527019561,0.573383626,0.643726183,0.563788446,0.612829307,0.636806638,0.565333406,0.570914345,0.690279344,0.540021619,0.58238281,0.529126415,0.585820222,0.569583373,0.496299999,0.52168696,0.640673269,0.600775633,0.55573026,0.58302411,0.566478684
P08118,Beta-microseminoprotein (Immunoglobulin-binding factor) (IGBF) (PN44) (Prostate secreted seminal plasma protein) (Prostate secretory protein of 94 amino acids) (PSP-94) (PSP94) (Seminal plasma beta-inhibin),MSMB PRSP,0.610118201,0.616014273,0.595893452,0.49647611,0.580344368,0.457312537,0.588075888,0.58840023,0.431832481,0.632452082,0.610185908,0.575422069,0.562200464,0.545248221,0.342115529,0.496544065,0.59355809,0.631636125,0.609395339,0.599468764,0.667808598,0.651516822,0.5619927,0.488683936,0.460958543,0.571872478,0.532386306,0.564047281,0.649293141,0.493974055
P08133,Annexin A6 (67 kDa calelectrin) (Annexin VI) (Annexin-6) (Calphobindin-II) (CPB-II) (Chromobindin-20) (Lipocortin VI) (Protein III) (p68) (p70),ANXA6 ANX6,0.578435156,0.598514988,0.622331101,0.594173999,0.589359649,0.583273734,0.562258463,0.570793827,0.577177781,0.584710829,0.662232056,0.613225629,0.592358796,0.562454113,0.562514057,0.535155036,0.599944201,0.577883218,0.567706811,0.56776539,0.578137282,0.573792808,0.544586013,0.544626421,0.635932474,0.577860567,0.563146856,0.535617114,0.582589953,0.471494473
P08134,Rho-related GTP-binding protein RhoC (Rho cDNA clone 9) (h9),RHOC ARH9 ARHC,0.574162537,0.471056209,0.607029941,0.604789915,0.577883218,0.614837299,0.547261897,0.570383238,0.540830648,0.56159001,0.427362054,0.596917174,0.552003563,0.552615905,0.561131877,0.57174221,0.598559379,0.594663292,0.585527285,0.55671594,0.644926514,0.646286444,0.572360443,0.596393199,0.57597998,0.617812799,0.555159089,0.530597861,0.58338915,0.563909047
P08195,4F2 cell-surface antigen heavy chain (4F2hc) (4F2 heavy chain antigen) (Lymphocyte activation antigen 4F2 large subunit) (Solute carrier family 3 member 2) (CD antigen CD98),SLC3A2 MDU1,0.575993712,0.577628781,0.655308985,0.628190623,0.59829233,0.64853821,0.631086303,0.566193298,0.552084586,0.559650409,0.63685667,0.596306616,0.619563076,0.588524341,0.661371998,0.535020081,0.559005044,0.597519601,0.541343215,0.531833165,0.521420533,0.509773842,0.534226292,0.522318235,0.550899232,0.578137655,0.568472363,0.611012693,0.56394792,0.635599793
P08236,Beta-glucuronidase (EC 3.2.1.31) (Beta-G1),GUSB,0.559575816,0.609649113,0.539557467,0.599082151,0.603113484,0.641204712,0.606809855,0.569132414,0.615567836,0.588391062,0.574931606,0.53611906,0.566514197,0.57175822,0.60450148,0.539675704,0.561053485,0.587442513,0.573967259,0.581799177,0.568797369,0.538365641,0.535896941,0.510002589,0.596206966,0.585503264,0.556513029,0.559994437,0.592730557,0.510730943
