Uniprot_Id,Protein_Name,Gene_Name,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30
P07711,Procathepsin L (EC 3.4.22.15) (Cathepsin L1) (Major excreted protein) (MEP) [Cleaved into: Cathepsin L; Cathepsin L heavy chain; Cathepsin L light chain],CTSL CTSL1,41135000,96675000,52355000,60682000,70772000,22919000,19337000,40107000,36537000,81495000,10907000,107340000,67822000,0,21916000,11422000,133160000,68165000,74744000,96956000,116040000,65848000,103090000,99042000,86393000,46848000,92514000,49007000,121320000,44590000
P07737,Profilin-1 (Epididymis tissue protein Li 184a) (Profilin I),PFN1,48258000,72577000,64559000,81108000,39309000,59400000,71787000,64378000,115740000,88581000,60594000,82843000,72994000,31060000,80896000,63610000,5453300,50677000,53562000,46232000,127670000,101160000,94045000,109810000,88180000,0,8635200,113070000,41816000,39555000
P07741,Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7),APRT,9866300,9655200,9746600,5703600,4133300,10392000,6035700,2004800,3040000,15448000,5355600,7069100,5898800,2172000,7617100,14464000,0,10587000,44151000,2028800,12965000,11552000,13451000,8005800,7202700,15276000,2205700,6874600,9687000,5004200
P07858,Cathepsin B (EC 3.4.22.1) (APP secretase) (APPS) (Cathepsin B1) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain],CTSB CPSB,107520000,161140000,112720000,104260000,107410000,100020000,176550000,142250000,148720000,103700000,71644000,61852000,86326000,73619000,45578000,32678000,50392000,89090000,117680000,180890000,202800000,183390000,93468000,137480000,187420000,67244000,196670000,54043000,83526000,100110000
P07864,L-lactate dehydrogenase C chain (LDH-C) (EC 1.1.1.27) (Cancer/testis antigen 32) (CT32) (LDH testis subunit) (LDH-X),LDHC LDH3 LDHX,135420000,245220000,49247000,90696000,88175000,471550016,84627000,186350000,611379968,182000000,188410000,95143000,46369000,149750000,145080000,94097000,75360000,17355000,78551000,346190016,699480000,424080000,243320000,1093600000,819150016,146540000,218430000,177420000,792409984,59233000
P07900,Heat shock protein HSP 90-alpha (EC 3.6.4.10) (Heat shock 86 kDa) (HSP 86) (HSP86) (Lipopolysaccharide-associated protein 2) (LAP-2) (LPS-associated protein 2) (Renal carcinoma antigen NY-REN-38),HSP90AA1 HSP90A HSPC1 HSPCA,161860000,407180000,303169984,120110000,145810000,249430000,194560000,241220000,706470016,135790000,226420000,120330000,126840000,292800000,268680000,256750000,136920000,157090000,344380000,248120000,656120000,367080000,308120000,877870016,715470016,250900000,200000000,278260000,510569984,137670000
P07998,Ribonuclease pancreatic (EC 4.6.1.18) (HP-RNase) (RIB-1) (RNase UpI-1) (Ribonuclease 1) (RNase 1) (Ribonuclease A) (RNase A),RNASE1 RIB1 RNS1,238930000,1749400064,261150000,167620000,1892199936,833190016,233120000,271630016,509260000,129760000,159630000,313510016,134190000,331160000,255670000,79536000,205030000,316729984,243330000,746209984,573409984,908960000,640510016,429169984,1742400000,195610000,143910000,119190000,793630016,420270016
P08118,Beta-microseminoprotein (Immunoglobulin-binding factor) (IGBF) (PN44) (Prostate secreted seminal plasma protein) (Prostate secretory protein of 94 amino acids) (PSP-94) (PSP94) (Seminal plasma beta-inhibin),MSMB PRSP,637550016,5487099904,2991200000,2755200000,227360000,2240499968,1814899968,3898599936,1385299968,5558900224,3849799936,3286599936,9764599808,7532100096,1808899968,562499968,1869100032,7269899776,611969984,54435000,341220000,2740999936,3104600064,636860032,2423300096,3894400000,4278000128,361630016,2117299968,1128600064
P08133,Annexin A6 (67 kDa calelectrin) (Annexin VI) (Annexin-6) (Calphobindin-II) (CPB-II) (Chromobindin-20) (Lipocortin VI) (Protein III) (p68) (p70),ANXA6 ANX6,5615800,11094000,15767000,9909000,10970000,19483000,13972000,42538000,8676000,12369000,9433400,9442200,11139000,10394000,6526400,6530600,5657300,11958000,2036500,0,12089000,8649000,22525000,14382000,13320000,11192000,15412000,27976000,11090000,8772300
P08134,Rho-related GTP-binding protein RhoC (Rho cDNA clone 9) (h9),RHOC ARH9 ARHC,17880000,25762000,27412000,0,10926000,26704000,13055000,1791700,13183000,0,22272000,14073000,57385000,58642000,18057000,26482000,0,21526000,15782000,0,35529000,12105000,31373000,30273000,19718000,18583000,3594400,19129000,37254000,0
P08195,4F2 cell-surface antigen heavy chain (4F2hc) (4F2 heavy chain antigen) (Lymphocyte activation antigen 4F2 large subunit) (Solute carrier family 3 member 2) (CD antigen CD98),SLC3A2 MDU1,6291400,17031000,9219800,0,8257200,16705000,24198000,31875000,0,9315100,6958300,5979900,5065700,4207700,0,0,21116000,9975300,31243000,47108000,38396000,29075000,42770000,27764000,17242000,12086000,12405000,8102700,12506000,10721000
P08236,Beta-glucuronidase (EC 3.2.1.31) (Beta-G1),GUSB,4463200,9554100,6274500,7136500,14956000,4217300,6844900,0,0,9699600,7708000,8732500,7098500,4371000,4202400,0,0,10394000,0,0,22502000,13008000,4454800,11501000,12264000,6128500,13610000,10986000,9263400,5836600
P08238,Heat shock protein HSP 90-beta (HSP 90) (Heat shock 84 kDa) (HSP 84) (HSP84),HSP90AB1 HSP90B HSPC2 HSPCB,53230000,54425000,81100000,626310,41985000,57159000,53377000,44641000,63243000,29566000,46151000,35930000,33544000,31543000,72707000,70785000,14627000,32275000,21915000,47153000,98873000,78044000,54133000,61523000,111550000,52598000,28952000,35031000,55209000,29446000
P08253,72 kDa type IV collagenase (EC 3.4.24.24) (72 kDa gelatinase) (Gelatinase A) (Matrix metalloproteinase-2) (MMP-2) (TBE-1) [Cleaved into: PEX],MMP2 CLG4A,58271000,371369984,149770000,164110000,136840000,124970000,236080000,142450000,132580000,65644000,117810000,78902000,113240000,157840000,34768000,86509000,63101000,97664000,6307700,173780000,126550000,332860000,227450000,121700000,56916000,40905000,214820000,108050000,229760000,207460000
P08294,Extracellular superoxide dismutase [Cu-Zn] (EC-SOD) (EC 1.15.1.1),SOD3,59217000,140430000,79288000,110730000,79943000,189530000,54965000,174030000,81047000,53240000,92013000,88895000,95266000,76040000,61942000,44624000,109740000,178910000,54375000,137720000,361969984,75225000,259280000,166440000,263930000,185940000,100190000,61130000,226830000,104290000
P08473,Neprilysin (EC 3.4.24.11) (Atriopeptidase) (Common acute lymphocytic leukemia antigen) (CALLA) (Enkephalinase) (Neutral endopeptidase 24.11) (NEP) (Neutral endopeptidase) (Skin fibroblast elastase) (SFE) (CD antigen CD10),MME EPN,229490000,215300000,89901000,250990000,110240000,372030016,249780000,313750016,305049984,171240000,152880000,208640000,234660000,140300000,138810000,180530000,57245000,503289984,117150000,250210000,554950016,75872000,414169984,203590000,591009984,353520000,338310016,131360000,817769984,176730000
P08571,"Monocyte differentiation antigen CD14 (Myeloid cell-specific leucine-rich glycoprotein) (CD antigen CD14) [Cleaved into: Monocyte differentiation antigen CD14, urinary form; Monocyte differentiation antigen CD14, membrane-bound form]",CD14,31588000,22119000,14084000,45003000,19869000,80003000,53650000,12760000,42206000,44927000,3908000,21077000,10026000,10221000,35514000,11519000,28547000,23859000,21991000,79418000,31720000,45134000,47380000,153120000,55951000,15492000,33078000,22438000,70907000,18595000
P08697,Alpha-2-antiplasmin (Alpha-2-AP) (Alpha-2-plasmin inhibitor) (Alpha-2-PI) (Serpin F2),SERPINF2 AAP PLI,53867000,232230000,91330000,26566000,234880000,71002000,165220000,195840000,64736000,26381000,115680000,105510000,90619000,37223000,9477100,14361000,21607000,210860000,91725000,204600000,149790000,493200000,193400000,355280000,245170000,62060000,430300000,113020000,376520000,131440000
P08758,Annexin A5 (Anchorin CII) (Annexin V) (Annexin-5) (Calphobindin I) (CPB-I) (Endonexin II) (Lipocortin V) (Placental anticoagulant protein 4) (PP4) (Placental anticoagulant protein I) (PAP-I) (Thromboplastin inhibitor) (Vascular anticoagulant-alpha) (VAC-alpha),ANXA5 ANX5 ENX2 PP4,85484000,179570000,260380000,113670000,146600000,320870016,123960000,209300000,103510000,97169000,73740000,92617000,108200000,115630000,81342000,107550000,65076000,138940000,265950000,86886000,211640000,129790000,180660000,161420000,127500000,185380000,175110000,99163000,244010000,92753000
P09211,Glutathione S-transferase P (EC 2.5.1.18) (GST class-pi) (GSTP1-1),GSTP1 FAEES3 GST3,90925000,157300000,272560000,286500000,231630000,195320000,121410000,73308000,184290000,143080000,110430000,106400000,55325000,171990000,80685000,107260000,0,67904000,0,581539968,470960000,433120000,346340000,196440000,226320000,104070000,192900000,241150000,222400000,261350000
P09466,Glycodelin (GD) (Placental protein 14) (PP14) (Pregnancy-associated endometrial alpha-2 globulin) (PAEG) (PEG) (Progestagen-associated endometrial protein) (Progesterone-associated endometrial protein) (Zona-binding inhibitory factor-1) (ZIF-1),PAEP,52125000,2538899968,1607500032,2434800128,787779968,1001900032,2786500096,4991300096,410449984,490150016,1537799936,137780000,2990700032,1616400000,599489984,301740000,1770200064,1181699968,234460000,5370699776,2537299968,7203800064,1990700032,3540199936,4283399936,733939968,7967499776,257690000,2465999872,7015900160
P09467,"Fructose-1,6-bisphosphatase 1 (FBPase 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 1) (Liver FBPase)",FBP1 FBP,43675000,38654000,74732000,30953000,73761000,81286000,42976000,67870000,19252000,19641000,34897000,37052000,42802000,35108000,21669000,54882000,29764000,11093000,70931000,54903000,97291000,64101000,39869000,35258000,24035000,41779000,59008000,45861000,74340000,55901000
P09543,"2',3'-cyclic-nucleotide 3'-phosphodiesterase (CNP) (CNPase) (EC 3.1.4.37)",CNP,21543000,13291000,6244100,13996000,0,17243000,1709900,3390100,1169000,3235700,14232000,15214000,23869000,41294000,15022000,11895000,0,27722000,0,15196000,67201000,13402000,30806000,11731000,28510000,27159000,13807000,15213000,28542000,16614000
P09668,Pro-cathepsin H [Cleaved into: Cathepsin H mini chain; Cathepsin H (EC 3.4.22.16); Cathepsin H heavy chain; Cathepsin H light chain],CTSH CPSB,35624000,44774000,28340000,2461900,41129000,29193000,7630400,1249600,17768000,28627000,8535800,8702300,30162000,28253000,15236000,5207200,10838000,9151800,28530000,9752800,33025000,31859000,55237000,21672000,25446000,36825000,50933000,8364200,39544000,10874000
P09972,Fructose-bisphosphate aldolase C (EC 4.1.2.13) (Brain-type aldolase),ALDOC ALDC,10657000,25350000,32165000,9856100,12975000,22407000,10827000,49577000,37445000,23621000,31126000,20663000,28093000,26154000,10143000,3017100,33178000,0,0,0,37985000,39231000,67313000,62809000,44199000,14906000,0,0,32208000,6429800
P0C0L4,Complement C4-A (Acidic complement C4) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 2) [Cleaved into: Complement C4 beta chain; Complement C4-A alpha chain; C4a anaphylatoxin; C4b-A; C4d-A; Complement C4 gamma chain],C4A CO4 CPAMD2,13291000,70101000,23027000,20833000,55695000,24235000,47834000,219490000,175290000,496929984,206870000,51357000,17282000,48475000,75080000,47735000,8136500,55961000,42556000,84079000,23331000,33564000,43843000,239250000,67241000,14099000,24247000,96759000,194360000,64090000
P0DMV9,Heat shock 70 kDa protein 1B (Heat shock 70 kDa protein 2) (HSP70-2) (HSP70.2),HSPA1B HSP72,84905000,176700000,121610000,73914000,82358000,94828000,138660000,100660000,175690000,99245000,92224000,88592000,113970000,130320000,127960000,132840000,63106000,110900000,16552000,126520000,224100000,122220000,139090000,189710000,211200000,134350000,26826000,111760000,151910000,74074000
P0DOY3,Immunoglobulin lambda constant 3 (Ig lambda chain C region DOT) (Ig lambda chain C region NEWM) (Ig lambda-3 chain C regions),IGLC3,134460000,267000000,521680000,205870000,110890000,152970000,134740000,197940000,165410000,881779968,128100000,299670016,131910000,77389000,135020000,194460000,140680000,100170000,162680000,453809984,876720000,429470016,263180000,790289984,291320000,160350000,306920000,423969984,1039800000,453540000
P0DP25,Calmodulin-3,CALM3 CALML2 CAM3 CAMC CAMIII,22226000,47849000,73058000,109130000,75963000,170740000,69880000,110520000,57598000,156020000,91529000,92462000,78045000,104790000,102670000,201870000,124040000,28327000,66634000,61444000,191920000,214800000,196230000,420129984,285990016,106990000,119230000,74252000,132490000,91652000
P0DPH7,Tubulin alpha-3C chain (EC 3.6.5.-) (Alpha-tubulin 2) (Alpha-tubulin 3C) (Tubulin alpha-2 chain) [Cleaved into: Detyrosinated tubulin alpha-3C chain],TUBA3C TUBA2,139510000,129530000,58263000,42338000,45436000,96581000,45873000,120460000,176320000,138150000,129850000,84304000,52533000,108690000,58635000,45567000,36966000,21016000,3646100,201200000,359449984,152710000,135460000,482720000,381489984,130880000,54596000,43290000,308369984,27930000
P10253,Lysosomal alpha-glucosidase (EC 3.2.1.20) (Acid maltase) (Aglucosidase alfa) [Cleaved into: 76 kDa lysosomal alpha-glucosidase; 70 kDa lysosomal alpha-glucosidase],GAA,73021000,108850000,43849000,67898000,80764000,93285000,30216000,87106000,123450000,67013000,83080000,92985000,75623000,82574000,46960000,53029000,39293000,80970000,13665000,102500000,152760000,117870000,175980000,210630000,115400000,112330000,49804000,44317000,214020000,72620000
P10323,Acrosin (EC 3.4.21.10) [Cleaved into: Acrosin light chain; Acrosin heavy chain],ACR ACRS,63112000,32773000,6879400,7639500,7133800,22536000,0,27315000,50048000,24503000,34007000,14957000,6599200,11645000,3197500,3441600,0,0,0,101140000,330030016,84006000,61270000,676750016,373440000,22263000,13890000,2085800,169370000,0
P10586,Receptor-type tyrosine-protein phosphatase F (EC 3.1.3.48) (Leukocyte common antigen related) (LAR),PTPRF LAR,16781000,29951000,14824000,10947000,0,31405000,15885000,22255000,15073000,0,16214000,11773000,16211000,13329000,0,0,0,0,0,11629000,52718000,18906000,33492000,46441000,24551000,31031000,16842000,13720000,30400000,15155000
P10599,Thioredoxin (Trx) (ATL-derived factor) (ADF) (Surface-associated sulphydryl protein) (SASP) (allergen Hom s Trx),TXN TRDX TRX TRX1,37265000,43417000,47385000,30148000,17600000,62314000,23947000,32290000,38748000,27248000,34492000,28874000,27626000,43846000,37631000,50827000,17418000,52746000,110460000,72708000,74275000,82086000,61403000,74435000,66570000,50156000,14779000,74187000,74449000,8203000
P10909,"Clusterin (Aging-associated gene 4 protein) (Apolipoprotein J) (Apo-J) (Complement cytolysis inhibitor) (CLI) (Complement-associated protein SP-40,40) (Ku70-binding protein 1) (NA1/NA2) (Sulfated glycoprotein 2) (SGP-2) (Testosterone-repressed prostate message 2) (TRPM-2) [Cleaved into: Clusterin beta chain (ApoJalpha) (Complement cytolysis inhibitor a chain); Clusterin alpha chain (ApoJbeta) (Complement cytolysis inhibitor b chain)]",CLU APOJ CLI KUB1 AAG4,5820199936,8894000128,5760900096,5065999872,7373599744,5100800000,3654799872,4518499840,4964700160,6085700096,3043699968,4871600128,3325600000,5410999808,3621600000,1809100032,4805600256,6798499840,4321999872,8839300096,18581999616,12282000384,9727500288,12120999936,13587000320,3727699968,9949800448,5561399808,10524999680,7741300224
P11021,Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein) (GRP-78) (Binding-immunoglobulin protein) (BiP) (Heat shock protein 70 family protein 5) (HSP70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein),HSPA5 GRP78,40208000,150930000,40217000,55741000,60092000,86956000,64426000,102040000,697640000,77243000,65430000,42244000,16698000,29481000,56517000,17412000,22583000,2867000,101860000,88876000,311049984,223390000,155850000,285089984,472520000,82198000,107010000,73973000,217010000,36551000
P11047,Laminin subunit gamma-1 (Laminin B2 chain) (Laminin-1 subunit gamma) (Laminin-10 subunit gamma) (Laminin-11 subunit gamma) (Laminin-2 subunit gamma) (Laminin-3 subunit gamma) (Laminin-4 subunit gamma) (Laminin-6 subunit gamma) (Laminin-7 subunit gamma) (Laminin-8 subunit gamma) (Laminin-9 subunit gamma) (S-laminin subunit gamma) (S-LAM gamma),LAMC1 LAMB2,231330000,322689984,311270016,160550000,8072900,180500000,158110000,150460000,167380000,297660000,227990000,227510000,381820000,252290000,227830000,188120000,155350000,194200000,251020000,236980000,881980032,382740000,195010000,229900000,441740000,265100000,630910016,233510000,384809984,302900000
P11142,Heat shock cognate 71 kDa protein (EC 3.6.4.10) (Heat shock 70 kDa protein 8) (Lipopolysaccharide-associated protein 1) (LAP-1) (LPS-associated protein 1),HSPA8 HSC70 HSP73 HSPA10,62995000,86288000,80682000,37147000,49672000,81615000,74459000,76431000,109080000,43887000,68790000,41992000,70117000,64037000,100400000,106290000,21713000,51132000,26548000,13848000,66653000,152050000,118730000,65337000,137510000,92853000,30350000,74460000,82270000,37237000
P11216,"Glycogen phosphorylase, brain form (EC 2.4.1.1)",PYGB,3467800,8146300,7333900,0,12104000,1594100,2280400,0,6578800,7783800,11500000,9651700,8881300,12470000,8608000,9506100,0,0,0,10571000,15320000,0,12703000,16746000,4367100,17853000,7144700,12763000,11771000,6685200
P11279,Lysosome-associated membrane glycoprotein 1 (LAMP-1) (Lysosome-associated membrane protein 1) (CD107 antigen-like family member A) (CD antigen CD107a),LAMP1,35855000,62398000,71306000,20009000,37276000,99093000,48479000,53951000,102960000,37742000,18647000,22400000,41634000,23658000,27901000,29329000,11318000,29943000,26922000,67977000,156360000,85409000,36162000,38732000,53192000,76467000,47770000,52776000,31672000,44522000
P11684,Uteroglobin (Club cell phospholipid-binding protein) (CCPBP) (Club cells 10 kDa secretory protein) (CC10) (Secretoglobin family 1A member 1) (Urinary protein 1) (UP-1) (UP1) (Urine protein 1),SCGB1A1 CC10 CCSP UGB,18412000,27478000,18600000,41585000,2141600,0,0,0,4246100,14139000,2888900,8018800,6901200,2343100,1703400,5140100,0,10935000,24479000,21391000,6662100,11893000,28923000,9466500,35308000,22872000,0,7086300,7899100,4740500
P11717,Cation-independent mannose-6-phosphate receptor (CI Man-6-P receptor) (CI-MPR) (M6PR) (300 kDa mannose 6-phosphate receptor) (MPR 300) (Insulin-like growth factor 2 receptor) (Insulin-like growth factor II receptor) (IGF-II receptor) (M6P/IGF2 receptor) (M6P/IGF2R) (CD antigen CD222),IGF2R MPRI,64438000,31667000,22233000,44931000,20416000,73985000,17451000,34662000,61074000,39189000,25498000,20177000,56211000,48339000,12997000,21320000,4804100,51601000,7333000,14715000,106560000,9245200,53550000,53988000,105150000,59798000,33989000,12347000,82412000,23377000
P11766,Alcohol dehydrogenase class-3 (EC 1.1.1.1) (Alcohol dehydrogenase 5) (Alcohol dehydrogenase class chi chain) (Alcohol dehydrogenase class-III) (Glutathione-dependent formaldehyde dehydrogenase) (FALDH) (FDH) (GSH-FDH) (EC 1.1.1.-) (S-(hydroxymethyl)glutathione dehydrogenase) (EC 1.1.1.284),ADH5 ADHX FDH,23891000,38412000,27210000,16946000,20518000,48911000,15880000,16865000,25995000,33642000,25403000,40925000,44540000,59360000,47639000,53612000,0,49380000,0,35736000,77260000,46875000,25886000,52378000,171900000,33011000,23530000,23975000,44097000,24264000
P12109,Collagen alpha-1(VI) chain,COL6A1,5881100,17960000,0,9665600,18407000,0,1711400,0,3140800,14170000,7788000,6696500,9283700,7505600,6226000,2979300,5916900,17800000,0,7361500,10506000,14862000,7432300,13807000,22711000,6476700,0,3820000,9835100,16216000
P12110,Collagen alpha-2(VI) chain,COL6A2,13893000,73366000,25005000,57192000,10042000,3425700,9425000,36068000,28616000,22138000,31517000,5588500,15520000,23760000,11390000,18557000,11894000,96922000,1852000,0,21945000,4492100,2421700,40195000,52675000,15310000,10208000,6914200,26429000,64920000
P12273,Prolactin-inducible protein (Gross cystic disease fluid protein 15) (GCDFP-15) (Prolactin-induced protein) (Secretory actin-binding protein) (SABP) (gp17),PIP GCDFP15 GPIP4,9723299840,13816000512,13884000256,14556999680,13884999680,20267999232,8192300032,20301000704,12206000128,5576999936,8325300224,13800999936,12915000320,12307999744,5259400192,3690700032,14956999680,8097900032,5345299968,19355000832,34581000192,37382000640,13265000448,15281000448,13626000384,8756200448,21859000320,10300999680,12408999936,8333799936
P12277,Creatine kinase B-type (EC 2.7.3.2) (Brain creatine kinase) (B-CK) (Creatine kinase B chain) (Creatine phosphokinase B-type) (CPK-B),CKB CKBB,178990000,185020000,240670000,141930000,224950000,338740000,198530000,308910016,427889984,144470000,245990000,238850000,362310016,402390016,257240000,404840000,286880000,187600000,166570000,169470000,463710016,366900000,578099968,388729984,212230000,329680000,190080000,200100000,331440000,140990000
P12429,"Annexin A3 (35-alpha calcimedin) (Annexin III) (Annexin-3) (Inositol 1,2-cyclic phosphate 2-phosphohydrolase) (Lipocortin III) (Placental anticoagulant protein III) (PAP-III)",ANXA3 ANX3,33120000,45801000,54176000,23958000,23176000,112480000,31262000,50169000,19656000,22745000,47075000,32365000,52381000,49307000,36537000,40229000,23124000,35639000,26702000,41835000,134530000,55106000,84065000,49157000,42782000,62513000,38626000,51103000,48604000,30308000
P12821,"Angiotensin-converting enzyme (ACE) (EC 3.4.15.1) (Dipeptidyl carboxypeptidase I) (Kininase II) (CD antigen CD143) [Cleaved into: Angiotensin-converting enzyme, soluble form]",ACE DCP DCP1,61779000,94994000,77071000,59277000,85104000,80796000,61513000,105760000,13363000,79466000,77508000,37852000,73495000,64776000,54025000,33696000,15078000,66129000,12862000,97762000,147770000,115070000,122080000,188890000,155130000,99849000,112510000,51490000,137750000,83505000
P12830,Cadherin-1 (CAM 120/80) (Epithelial cadherin) (E-cadherin) (Uvomorulin) (CD antigen CD324) [Cleaved into: E-Cad/CTF1; E-Cad/CTF2; E-Cad/CTF3],CDH1 CDHE UVO,73343000,43310000,41967000,39686000,7537300,53134000,30769000,62519000,40132000,28775000,46901000,39738000,66832000,44978000,45845000,43200000,31226000,67934000,21633000,28609000,137980000,37156000,85574000,76768000,66853000,57579000,45831000,22305000,104230000,39146000
P13473,Lysosome-associated membrane glycoprotein 2 (LAMP-2) (Lysosome-associated membrane protein 2) (CD107 antigen-like family member B) (LGP-96) (CD antigen CD107b),LAMP2,47526000,95997000,43178000,50669000,99884000,117580000,91988000,42090000,51054000,13858000,37555000,63356000,128740000,57276000,48481000,44053000,34219000,58783000,0,72816000,126430000,79963000,51360000,64313000,94701000,76387000,93210000,89037000,78406000,91566000
P13489,Ribonuclease inhibitor (Placental ribonuclease inhibitor) (Placental RNase inhibitor) (Ribonuclease/angiogenin inhibitor 1) (RAI),RNH1 PRI RNH,12995000,13942000,21329000,12735000,7407100,13823000,20486000,8480900,80798000,7391200,28165000,11061000,14433000,14141000,11646000,5765200,7756200,14501000,0,13994000,37887000,23388000,19784000,61928000,32488000,67285000,25272000,23895000,33476000,18555000
P13639,Elongation factor 2 (EF-2),EEF2 EF2,18631000,32188000,37957000,6007900,9438600,75613000,64630000,65105000,116130000,13426000,32229000,15242000,14553000,30908000,17573000,21463000,0,29183000,8214500,18459000,62875000,26854000,26515000,86932000,67673000,55853000,15540000,34010000,52937000,18402000
P13716,Delta-aminolevulinic acid dehydratase (ALADH) (EC 4.2.1.24) (Porphobilinogen synthase),ALAD,7145000,15118000,22217000,19696000,20258000,62354000,0,14508000,22586000,7846000,8270900,7714200,12072000,3264500,17082000,0,8795100,0,0,0,54955000,46200000,26912000,12856000,16083000,20704000,0,9135000,26120000,14214000
P13796,Plastin-2 (L-plastin) (LC64P) (Lymphocyte cytosolic protein 1) (LCP-1),LCP1 PLS2,87245000,87696000,60223000,75022000,72798000,81450000,87687000,63577000,93964000,72665000,48574000,68158000,54966000,82205000,86958000,67862000,75918000,88064000,127870000,122770000,195880000,145760000,166700000,301300000,194940000,99169000,136440000,157390000,273710016,76419000
P13797,Plastin-3 (T-plastin),PLS3,5630200,9785000,0,2944000,6197600,2375900,0,0,6741000,9044200,5343700,6800500,1890600,5213700,0,0,0,0,0,2309700,28189000,3357800,24602000,69285000,8365400,6835600,7505800,7796000,27873000,6656700
P13861,cAMP-dependent protein kinase type II-alpha regulatory subunit,PRKAR2A PKR2 PRKAR2,30228000,36804000,22054000,23681000,41950000,13462000,27094000,8894300,31975000,21659000,21985000,15528000,25626000,32108000,43632000,38002000,0,45373000,0,49682000,177470000,57715000,37286000,70845000,109880000,46251000,28931000,37834000,59328000,22163000
P13987,CD59 glycoprotein (1F5 antigen) (20 kDa homologous restriction factor) (HRF-20) (HRF20) (MAC-inhibitory protein) (MAC-IP) (MEM43 antigen) (Membrane attack complex inhibition factor) (MACIF) (Membrane inhibitor of reactive lysis) (MIRL) (Protectin) (CD antigen CD59),CD59 MIC11 MIN1 MIN2 MIN3 MSK21,69795000,144450000,107890000,107330000,109970000,66181000,63406000,52841000,97815000,143520000,42383000,35099000,26446000,34136000,16053000,3886500,55263000,73146000,181630000,107990000,471880000,292380000,178990000,442409984,189630000,109710000,226660000,101350000,178640000,80887000
P14174,Macrophage migration inhibitory factor (MIF) (EC 5.3.2.1) (Glycosylation-inhibiting factor) (GIF) (L-dopachrome isomerase) (L-dopachrome tautomerase) (EC 5.3.3.12) (Phenylpyruvate tautomerase),MIF GLIF MMIF,200490000,251370000,290520000,97580000,176800000,843939968,235960000,338270016,756339968,76735000,53729000,80723000,101310000,240920000,156640000,90226000,151750000,148500000,684380,1072499968,939160000,876099968,624940032,653390016,999680000,337920000,735510016,222100000,739790016,342940000
P14384,Carboxypeptidase M (CPM) (EC 3.4.17.12),CPM,70363000,120640000,108550000,58187000,23882000,112490000,88126000,117360000,325430016,42664000,92062000,56045000,54404000,37653000,74598000,55201000,51879000,89688000,53463000,95877000,151530000,46893000,101170000,78230000,102510000,79562000,80177000,30737000,28368000,44769000
P14550,Aldo-keto reductase family 1 member A1 (EC 1.1.1.2) (EC 1.1.1.372) (EC 1.1.1.54) (Alcohol dehydrogenase [NADP(+)]) (Aldehyde reductase) (Glucuronate reductase) (EC 1.1.1.19) (Glucuronolactone reductase) (EC 1.1.1.20),AKR1A1 ALDR1 ALR,25008000,34530000,16950000,17798000,35717000,0,9685200,7671100,12035000,11812000,21916000,22217000,24665000,40124000,30852000,41717000,14388000,7215700,726260,11924000,74389000,28424000,44999000,20316000,40197000,25218000,27156000,24679000,37990000,21364000
P14555,"Phospholipase A2, membrane associated (EC 3.1.1.4) (GIIC sPLA2) (Group IIA phospholipase A2) (Non-pancreatic secretory phospholipase A2) (NPS-PLA2) (Phosphatidylcholine 2-acylhydrolase 2A)",PLA2G2A PLA2B PLA2L RASF-A,64462000,71433000,237220000,71672000,67736000,45895000,6021600,202100000,76057000,69878000,328480000,45311000,334710016,426729984,21306000,27850000,32192000,103270000,48227000,8018400,16412000,79756000,103510000,138180000,728140032,53948000,8350600,20500000,97408000,386800000
P14618,Pyruvate kinase PKM (EC 2.7.1.40) (Cytosolic thyroid hormone-binding protein) (CTHBP) (Opa-interacting protein 3) (OIP-3) (Pyruvate kinase 2/3) (Pyruvate kinase muscle isozyme) (Threonine-protein kinase PKM2) (EC 2.7.11.1) (Thyroid hormone-binding protein 1) (THBP1) (Tumor M2-PK) (Tyrosine-protein kinase PKM2) (EC 2.7.10.2) (p58),PKM OIP3 PK2 PK3 PKM2,62873000,97034000,118770000,70513000,84011000,136070000,81376000,99826000,155180000,63990000,121520000,86952000,68762000,119330000,100280000,87655000,54362000,71522000,104540000,104490000,203460000,169030000,121810000,228700000,125860000,105620000,63106000,108090000,168520000,60563000
P14625,Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Heat shock protein 90 kDa beta member 1) (Tumor rejection antigen 1) (gp96 homolog),HSP90B1 GRP94 TRA1,121850000,341420000,164620000,149010000,124620000,216760000,172890000,383750016,1914400000,200210000,225550000,160210000,75718000,201100000,159960000,153420000,52102000,12239000,84391000,315560000,707150016,370990016,391780000,912670016,1288499968,195950000,314910016,271700000,854099968,132000000
